id_film,titre_original,annee_sortie,duree,genres,acteurs,personnage_film,directeur,moyenne_notes,nombre_votes,description_en,popularite,chemin_affiche,description_fr,trailer_url,video_id
tt14280366,La Brigade,2022,97,Comedy,"['Audrey Lamy', 'François Cluzet', 'Chantal Neuwirth']","['Cathy Marie', 'Lorenzo Cardi', 'Sabine']",Louis-Julien Petit,6.3,1276.0,"Cathy is a sous-chef wanting to open a restaurant. With financial difficulties, Cathy accepts a job at a shelter for young migrants. At first she hates the job then her passion for cuisine starts to change children's lives.",12.37,/pymhSBJJWMmzONak9rGcwUcGOH3.jpg,"Cathy, 40 ans, serveuse à Antibes, a toujours voulu être cheffe de son propre restaurant. Lorsqu’elle se fait renvoyer pour la énième fois à cause de sa grande gueule, elle se retrouve contrainte d’accepter un poste de cantinière dans un foyer accueillant des mineurs sans papiers…",https://www.youtube.com/watch?v=Jj5GyJZiB-I,Jj5GyJZiB-I
tt14313434,L'astronaute,2022,110,Comedy,"['Nicolas Giraud', 'Mathieu Kassovitz', 'Hélène Vincent']","['Jim Desforges', 'Alexandre Ribbot', 'Odette Desforges']",Nicolas Giraud,6.7,661.0,"An aeronautical engineer at Ariane Espace, Jim has devoted himself for years to a secret project: building his own rocket and accomplishing the first manned space flight as an amateur. But to realize his dream, he must learn to share it.",2.949,/4pZTM4PWWXEKg36bYMQPwMh0FOZ.jpg,"Ingénieur en aéronautique chez Ariane Espace, Jim se consacre depuis des années à un projet secret et hors normes: construire sa propre fusée et accomplir le premier vol spatial habité en amateur. Mais pour réaliser son rêve, il va devoir apprendre à le partager…",https://www.youtube.com/watch?v=Rii1GV4MoAU,Rii1GV4MoAU
tt14335980,Maestro(s),2022,87,Comedy,"['Yvan Attal', 'Pierre Arditi', 'Miou-Miou']","['Denis Dumar', 'François Dumar', 'Hélène']",Bruno Chiche,5.9,379.0,"The Dunars are conductors from father to son. François' long and brilliant international career come to an end, whereas Denis has just won an umpteenth classical music award. When François is chosen to be the head of the Scala, his ultimate dream, he can't believe it. Happy at first for his father, Denis quickly become disillusioned when he discovers that he was, in fact, chosen to go to Milan.",3.673,/vXpdVFtxDVXKWLCtxrwHVTU2Frs.jpg,"Chez les Dumar, on est chefs d’orchestre de père en fils : François achève une longue et brillante carrière internationale tandis que Denis vient de remporter une énième Victoire de la Musique Classique. Quand François apprend qu’il a été choisi pour diriger la Scala, son rêve ultime, son graal, il n’en croit pas ses oreilles. D’abord comblé pour son père, Denis déchante vite lorsqu’il découvre qu’en réalité c’est lui qui a été choisi pour aller à Milan.",https://www.youtube.com/watch?v=MYm3f1dQfqA,MYm3f1dQfqA
tt14371426,Flashback,2021,94,Comedy,"['Caroline Vigneaux', 'Issa Doumbia', 'Julien Pestel']","['Me Charlie Leroy', 'Hubert', 'Bertrand']",Caroline Vigneaux,6.2,960.0,A female lawyer travels back in time and crosses paths with other women in history who fought for women's rights.,6.354,/wLJEwWOUmHHBW2HxkP8LEoqvq1L.jpg,"L'histoire de Charlie, une avocate surdouée, cynique et narcissique, qui, après avoir gagné un nouveau procès, fait la connaissance d'Hubert, un chauffeur VTC anticonformiste qui va l’embarquer dans une course inattendue dans les couloirs du temps ! Lors de ce voyage qui la mènera de la préhistoire à la Révolution française, elle va croiser la route de celles qui se sont battues pour les droits des femmes et être le témoin d’événements historiques qu’elle n’aurait jamais dû oublier. Pour sortir de cette boucle temporelle, elle devra comprendre quel est son rôle en tant que femme dans la société et apprendre à aider celles dont la voix n’est pas entendue, encore aujourd'hui.",https://www.youtube.com/watch?v=PXeNdHVzO20,PXeNdHVzO20
tt14371818,On est fait pour s'entendre,2021,93,Comedy,"['Sandrine Kiberlain', 'Pascal Elbé', 'Valérie Donzelli']","['Claire', 'Antoine Serano', 'Léna']",Pascal Elbé,6.4,775.0,"Antoine, a history teacher in his early 50s, learns that he has become very hard of hearing. Unable to own up to his handicap, he resigns himself to living in his bubble, even though his entourage finds his behavior increasingly odd. His encounter with Claire, widow and mother of a young girl who has stopped speaking, will lead him to open up to the world. ",4.551,/dotqI3ZBAyEe00iUiSO0H3rp9jG.jpg,"Antoine semble n’écouter rien ni personne : ses élèves (qui lui réclament plus d’attention), ses collègues (qui n’aiment pas son manque de concentration), ses amours (qui lui reprochent son manque d’empathie)... Et pour cause : Antoine est encore jeune mais a perdu beaucoup d’audition. Sa nouvelle voisine Claire, venue s’installer temporairement chez sa sœur avec sa fille après la perte de son mari, rêve de calme et tranquillité. Pas d’un voisin aussi bruyant qu’Antoine, avec sa musique à fond et son réveil qui sonne sans fin. Et pourtant, Claire et Antoine sont faits pour s’entendre !",https://www.youtube.com/watch?v=XI47zyswRJs,XI47zyswRJs
tt14441788,Placés,2022,111,Comedy,"['Shaïn Boumedine', 'Nailia Harzoune', 'Moussa Mansaly']","['Elias', 'Mathilde', 'Adama']",Nessim Chikhaoui,6.3,193.0,"Because he forgot his identity card, Elias cannot take the entrance exam to Sciences Po. In search of a job while waiting to be able to take the exam again, he becomes an educator in a children's home. Confronted with an environment he doesn't know how to work, Elias doesn't yet know how much this experience will change his life.",2.688,/epKakliobTsoCDMqGSKGpy3RGbx.jpg,"Parce qu’il a oublié sa carte d’identité, Elias ne peut passer les épreuves du concours d’entrée à Sciences Po. À la recherche d’un job en attendant de pouvoir se présenter à nouveau, il devient éducateur dans une Maison d’Enfants à Caractère Social. Confronté à un milieu dont il ignore le fonctionnement, Elias ne sait pas encore à quel point cette expérience va changer sa vie.",https://www.youtube.com/watch?v=7CQm9ubIUCc,7CQm9ubIUCc
tt14465706,Balle perdue 2,2022,98,Action,"['Alban Lenoir', 'Stéfi Celma', 'Sébastien Lalanne']","['Lino', 'Julia', 'Marco']",Guillaume Pierret,6.3,5384.0,"Having cleared his name, genius mechanic Lino has only one goal in mind: getting revenge on the corrupt cops who killed his brother and his mentor.",87.507,/uAeZI1JJbLPq7Bu5dziH7emHeu7.jpg,"Après la mort de Charras, Lino et Julia ont pris la relève et forment la nouvelle équipe de choc de la brigade des stups. Bien déterminé à retrouver les assassins de son frère et de son mentor, Lino continue sa traque et ne laissera personne se mettre en travers de sa route. ",https://www.youtube.com/watch?v=BGE5C9oz5Yk,BGE5C9oz5Yk
tt14465894,Sans répit,2022,95,Action,"['Franck Gastambide', 'Simon Abkarian', 'Michaël Abiteboul']","['Thomas', 'Marelli', 'Marc']",Régis Blondeau,5.8,5598.0,"After going to extremes to cover up an accident, a corrupt cop's life spirals out of control when he starts receiving threats from a mysterious witness.",28.788,/9MP21x0OPv0R72obd63tMHssmGt.jpg,"Alors qu'il fait l'objet d'une enquête pour corruption, le lieutenant Thomas Blin doit se rendre en pleine nuit aux funérailles de sa mère. En voulant éviter un chien sur le route, il percute accidentellement un homme et le tue sur le coup. Paniqué, il décide de cacher le corps. Croyant être tiré d'affaires, il se retrouve embarqué dans une spirale infernale, quand l'enquête sur l'individu disparu est confiée à un de ses collègues, et qu'un mystérieux témoin tente de le faire chanter...",https://www.youtube.com/watch?v=_q0VIf-D2bc,_q0VIf-D2bc
tt14495660,Sexygénaires,2023,81,Comedy,"['Thierry Lhermitte', 'Patrick Timsit', 'Zineb Triki']","['Michel', 'Denis', 'Manon']",Robin Sykes,5.4,168.0,"At sixty years old, two friends in financial difficulties are going to take advantage of their image in the fashion and advertising world. One is still beautiful, the other never was. But beyond the game of appearances, what does it really mean to be of retirement age today?",3.035,/31dkjJJty4gVA2t5LKi2WBd9x15.jpg,"À soixante ans passés, deux amis en proie à des difficultés financières vont tirer profit de leur image dans le milieu de la mode et de la publicité. L’un est encore beau, l’autre ne l’a jamais été. Mais au-delà du jeu des apparences, qu’est-ce vraiment que d’avoir l’âge de la retraite aujourd’hui ?",https://www.youtube.com/watch?v=AGWVME5nbEg,AGWVME5nbEg
tt14500880,Haters,2021,90,Comedy,"['Kev Adams', 'Estéban', 'Clara Joly']","['Thomas le Lama', 'Kualalumpur', 'Jess']",Stéphane Marelli,3.6,304.0,"Internet humor star Thomas the Lama gets out of hand in a video. He becomes the target of all haters and his life falls apart. To win back his girlfriend and his audience, he decides to go meet his 10 biggest detractors to see if they can say, face to face, what they write on his page - Each meeting promises to be epic.",3.844,/hw6E3XV4Q0eYuLWiVLXR8FxPmJ6.jpg,"Thomas Le Lama, une star de l'humour sur Internet, voit sa vie complètement chamboulée après un bad buzz de l’une de ses vidéos. Pour reconquérir sa petite amie et regagner la confiance de son public, il rencontre ses dix plus grands critiques et leur demande s'ils peuvent lui dire en face à face ce qu'ils pensent de lui sur internet.",https://www.youtube.com/watch?v=f9H1ljT2ppM,f9H1ljT2ppM
tt14504294,La dégustation,2022,92,Comedy,"['Isabelle Carré', 'Bernard Campan', 'Mounir Amamra']","['Hortense Le Bris', 'Jacques Dennemont', 'Steve']",Ivan Calbérac,6.2,1055.0,"Hortense has a big heart and no one to share it with except her cat, her embittered mom, and a group of homeless people for whom she prepares a gourmet dinner at the local church every week. While buying a nice bottle of wine, Hortense meets Jacques, a fifty-something, grumpy local cellarman. Eager to see him again, she attends a chaotic wine tasting in Jacques’ shop - meeting his best friend who clumsily tries to seduce her, and his new apprentice who turns out to have a rare gift for tasting as well as an unfiltered honesty. As Hortense and Jacques grow closer and closer, their past begins to catch up to them.",5.79,/s8zh9DbnkfGm2IaTZaciyKQd1iM.jpg,"Divorcé du genre bourru, Jacques tient seul une petite cave à vins, au bord de la faillite. Hortense, engagée dans l'associatif et déterminée à ne pas finir vieille fille, entre un jour dans sa boutique et décide de s'inscrire à un atelier dégustation.",https://www.youtube.com/watch?v=oMXZBQ3CUBI,oMXZBQ3CUBI
tt14550172,Le médecin imaginaire,2022,86,Comedy,"['Alban Ivanov', 'Fatsah Bouyahmed', 'Clotilde Courau']","[""Alex 'DJ Wethu'"", 'Abdel Kader', 'Julie']",Ahmed Hamidi,4.4,127.0,"Alex, aka DJ Wethu, is a star of the night world. On the verge of burnout, he plays concerts all over the world... Until the day when, in the middle of a festival in Morocco, Alex takes a bad fall and falls off the stage. Immobilized on the spot during his convalescence, he is placed under the vigilance of Abdel, who dreams of becoming an assistant nurse. The problem is that he is not quite! An unexpected encounter, to say the least...",1.814,/6XX6OAT9SfYhZTei3QHl6NyHuTc.jpg,"Alex, alias DJ Wethu, est une star du monde de la nuit. Au bord du burn-out, il enchaîne les concerts aux quatre coins de la planète... Jusqu’au jour où, en plein festival au Maroc, Alex fait une mauvaise une chute et tombe de scène. Immobilisé sur place le temps de sa convalescence, il est placé sous la vigilance d’Abdel qui rêve de devenir aide-soignant. Le problème, c’est qu’il ne l’est pas tout à fait ! Une rencontre pour le moins inattendue...",https://www.youtube.com/watch?v=FO5kp7n8TB0,FO5kp7n8TB0
tt14586118,Une belle course,2022,91,Comedy,"['Line Renaud', 'Dany Boon', 'Alice Isaaz']","['Madeleine Keller', 'Charles', 'Madeleine Keller (jeune)']",Christian Carion,7.1,2931.0,"A seemingly simple taxi ride across Paris evolves into a profound meditation on the realities of the driver, whose personal life is in shambles, and his fare, an elderly woman whose warmth belies her shocking past.",8.288,/akbbDgV5L4h5k0zQ9Nk3n6bfoTi.jpg,"Madeleine, 92 ans, appelle un taxi pour rejoindre la maison de retraite où elle doit vivre désormais. Elle demande à Charles, un chauffeur un peu désabusé, de passer par les lieux qui ont compté dans sa vie, pour les revoir une dernière fois. Peu à peu, au détour des rues de Paris, surgit un passé hors du commun qui bouleverse Charles. Il y a des voyages en taxi qui peuvent changer une vie…",https://www.youtube.com/watch?v=xWEUoDs3hyQ,xWEUoDs3hyQ
tt14590650,Don Juan,2022,100,Comedy,"['Virginie Efira', 'Tahar Rahim', 'Alain Chamfort']","['Julie', 'Laurent', ""L'homme tranquille""]",Serge Bozon,4.6,318.0,"Jilted on his wedding day, Laurent, a stage actor playing the role of the famous seducer Don Juan, cannot help but see his ex-fiancée in every women he meets. In an attempt to mend his broken heart and ego, he tries to seduce them all but none are receptive to his elaborate (and musical) advances. Meanwhile, at the theater, the leading lady quits and the production brings in Laurent’s ex-fiancée as the replacement.",3.82,/gsy1V0FRqa9yfgbc8PuGHZE1kL1.jpg,"En 2022, Don Juan n’est plus l’homme qui séduit toutes les femmes, mais un homme obsédé par une seule femme : celle qui l’a abandonné…",https://www.youtube.com/watch?v=i3EctDhSpco,i3EctDhSpco
tt14646488,Normale,2023,87,Comedy,"['Benoît Poelvoorde', 'Justine Lacroix', 'Joseph Rozé']","['William Sturm', 'Lucie Sturm', 'Etienne']",Olivier Babinet,5.9,236.0,"14-year-old Lucie is a resourceful teenager who takes care of her loving yet unreliable father, William, who has multiple sclerosis. Whilst William hangs out in his wardrobe and devises pranks and jokes to make his daughter smile, Lucie tries her best at school while juggling a job in a sandwich shop and all the chores at home.  Her vividly imaginative mind and the novel she is writing are her only distractions. But when a social worker is appointed to visit them, Lucie and William elaborate a complex plan to make social services believe they live a perfectly normal life.",3.129,/79Jz4skl9ZACDe6dH9tHDUXoKgY.jpg,"Lucie a 15 ans et une imagination débordante. Elle vit seule avec William, son père, qui, sous ses abords d’adolescent attardé, lutte contre la sclérose en plaques. Entre le collège, un petit boulot et la charge du quotidien, Lucie gère tant bien que mal, et s’échappe dans l’écriture d’un roman autobiographique fantasque, qui navigue entre rêve et réalité… L’annonce de la visite d’une assistante sociale va bousculer cet équilibre précaire. Lucie et son père vont devoir redoubler d’inventivité pour donner l’illusion d’une vie normale.",https://www.youtube.com/watch?v=045I3u8c9tU,045I3u8c9tU
tt14700948,Friendzone,2021,88,Comedy,"['Mickaël Lumière', 'Manon Azem', 'Fadily Camara']","['Thibault', 'Maud', 'Lulu']",Charles Van Tieghem,5.9,4553.0,Hopeful romantic Thibault believes his luck could change when sparks fly between him and Rose. But can he go from bestie to boyfriend?,12.043,/eAijMbeJTjBbjnevbtRve4sWGxf.jpg,"N'en pouvant plus des relations platoniques, Thibault croit voir sa chance tourner lorsqu'il rencontre Rose. Mais comment passer de meilleur pote à petit ami ?",https://www.youtube.com/watch?v=9-voNCYrc10,9-voNCYrc10
tt14718126,Pilote,2022,74,Action,"['Hugo Becker', 'Eye Haïdara', 'Kahina Carina']","['Daniel', 'Carine', 'Anya']",Paul Doucet,5.9,103.0,A drone pilot in Mali whose wife and daughter are kidnapped by terrorists. They will be executed if he doesn't derail the capture by his team of the head of a jihadist network.,2.267,/jogBHo7EvdzJqPj8kAyqtYQcIxP.jpg,"Après plusieurs mois de traque, l’armée française au Mali a retrouvé la trace d’une cellule djihadiste locale. Daniel et ses hommes couvrent les troupes au sol et veillent à ce que l’opération se déroule sans problème. Mais au même moment, la famille de Daniel est prise en otage à leur hôtel par des terroristes. Ces derniers veulent obliger Daniel à faire capoter la mission en échange de sa famille. S’il ne se retourne pas contre ses propres hommes, sa femme et sa fille se feront tuer. Daniel va tout faire pour sauver sa famille et va donc se retrouver devant des choix cornéliens, aux conséquences très lourdes.",https://www.youtube.com/watch?v=HkKak4E-nh0,HkKak4E-nh0
tt14766300,Un petit miracle,2023,92,Comedy,"['Alice Pol', 'Jonathan Zaccaï', 'Eddy Mitchell']","['Juliette', 'Antoine', 'Édouard']",Sophie Boudre,5.4,83.0,"Nothing goes well for Juliette! The school where she used to teach has burned down, and her unique class will have to be dispatched to the four corners of the department. To avoid this, she proposes a surprising solution: to install her class at the Poppies, the local old people's home, the only place that can accommodate them for the time of the work. For the children as well as for the residents, the cohabitation will not be easy, but will transform them forever. Inspired by a true story.",2.232,/htSAdE5h2owQTcu8yMQO6V4qYwI.jpg,"Juliette est aux abois : l’école dans laquelle elle enseignait a brûlé et sa classe unique va devoir être dispatchée aux quatre coins du département… Son unique recours : faire classe aux Coquelicots, l’EPHAD local, seul endroit qui puisse les accueillir le temps des travaux. Si l’idée froisse d’abord Antoine, son directeur surmené, force est de constater que dès les premiers jours, les résultats sont là. Pour les enfants comme pour les pensionnaires âgés, rien ne sera désormais plus comme avant.",https://www.youtube.com/watch?v=6tazbmbIHzE,6tazbmbIHzE
tt14778456,Annie colère,2022,119,Comedy,"['Laure Calamy', 'Zita Hanrot', 'India Hair']","['Annie', 'Hélène', 'Claudine']",Blandine Lenoir,6.9,775.0,"Annie becomes pregnant. Since she doesn't want to keep the child, she meets a movement that performs illegal abortions. But, in the seventies, Annie will encounter allies and opponents along the way.",7.944,/jfd6TH4B8QgJbxt7FTDNPA68bHF.jpg,"Février 1974. Parce qu’elle se retrouve enceinte accidentellement, Annie, ouvrière et mère de deux enfants, rencontre le MLAC – Mouvement pour la Liberté de l’Avortement et de la Contraception qui pratique les avortements illégaux aux yeux de tous. Accueillie par ce mouvement unique, fondé sur l’aide concrète aux femmes et le partage des savoirs, elle va trouver dans la bataille pour l’adoption de la loi sur l'avortement un nouveau sens à sa vie.",https://www.youtube.com/watch?v=Bh67hz0eAww,Bh67hz0eAww
tt14793714,Les Folies fermières,2022,109,Comedy,"['Alban Ivanov', 'Sabrina Ouazani', 'Michèle Bernier']","['David', 'Bonnie', 'Mireille']",Jean-Pierre Améris,5.8,280.0,"David, a young farmer from Cantal, has just had an idea: to save his farm from bankruptcy, he is going to set up a cabaret on the farm. The show will be on stage and on the plate, with good local products. He is sure, it can only work. His relatives, his mother and especially his grandfather, are more skeptical.",3.104,/n59B3omT4VnKGeOkBLAGe7wfGXH.jpg,"David, jeune paysan du Cantal, vient d’avoir une idée : pour sauver son exploitation de la faillite, il va monter un cabaret à la ferme. Le spectacle sera sur scène et dans l’assiette, avec les bons produits du terroir. Il en est sûr, ça ne peut que marcher ! Ses proches, sa mère et surtout son grand-père, sont plus sceptiques.",https://www.youtube.com/watch?v=mH64FU00JYo,mH64FU00JYo
tt14831708,Chronique d'une liaison passagère,2022,100,Comedy,"['Sandrine Kiberlain', 'Vincent Macaigne', 'Georgia Scalliet']","['Charlotte', 'Simon', 'Louise']",Emmanuel Mouret,6.8,2041.0,"A single mother and a married man enter into an affair with the understanding that their relationship is purely sexual. Though they agree the relationship has no future, they find themselves increasingly drawn into each other's company.",5.331,/vriGsitpUxCLRMkyKGHYGcGiuzS.jpg,"Une mère célibataire et un homme marié deviennent amants. Engagés à ne se voir que pour le plaisir et à n’éprouver aucun sentiment amoureux, ils sont de plus en plus surpris par leur complicité…",https://www.youtube.com/watch?v=KZpT2798-y8,KZpT2798-y8
tt14860210,Tirailleurs,2022,98,Action,"['Omar Sy', 'Alassane Diong', 'Jonas Bloquet']","['Bakary Diallo', 'Thierno Diallo', 'Lieutenant Chambreau']",Mathieu Vadepied,5.9,1504.0,"1917. Bakary Diallo enlists in the French army to join his 17-year-old son, Thierno, who has been forcibly recruited. Sent to the front, they will have to face the war together. While Thierno learns to become a man, Bakary will do everything to bring him back safely.",21.614,/bFzXy0GYk7Ghb5BmBXHijXXqKwY.jpg,"1917. Bakary Diallo s'enrôle dans l'armée française pour rejoindre Thierno, son fils de 17 ans, qui a été recruté de force. Envoyés sur le front, père et fils vont devoir affronter la guerre ensemble. Galvanisé par la fougue de son officier qui veut le conduire au cœur de la bataille, Thierno va s'affranchir et apprendre à devenir un homme, tandis que Bakary va tout faire pour l'arracher aux combats et le ramener sain et sauf.",https://www.youtube.com/watch?v=7VMY0nf2fDM,7VMY0nf2fDM
tt14877816,Pétaouchnok,2022,95,Comedy,"['Pio Marmaï', 'Philippe Rebbot', 'Camille Chamoux']","['Ludo', 'Richard Catala', 'Agnès']",Edouard Deluc,5.0,213.0,"Deep in the Pyrenees, two close friends at rock bottom have the idea of the century: to pull themselves of their misery, they will launch a horse trekking tour, a voyage through the mountains for tourists in search of nature, silence and adventure.",2.267,/8ptlC6R0jyvQJhtoBipufLb6MUG.jpg,"Fin fond des Pyrénées, deux précaires, amis devant l’éternel, ont l’idée du siècle pour se sortir de la mouise : lancer une chevauchée fantastique, à travers la montagne, pour touristes en mal de nature, de silence, d’aventure.",https://www.youtube.com/watch?v=W8Hip-PpgJY,W8Hip-PpgJY
tt14956076,Hawaii,2023,104,Comedy,"['Bérénice Bejo', 'Élodie Bouchez', 'Émilie Caen']","['Stéphanie', 'Inès', 'Sonia']",Mélissa Drigeard,5.0,237.0,"January 13, 2018. 8h08. Hawaii is in a state of alert: ballistic missiles have just been launched in the direction of the island, there are only a few minutes left to find a shelter. Like every year, a group of friends has come to spend a week's vacation in the hotel of one of their friends, who has left to live in Hawaii. As they think they are living their last moments, years of unspoken words come back and degenerate into a settlement of accounts. Fortunately for them, it's a false alarm. Unfortunately, they still have eight days of vacation to spend together.",21.515,/rrbeftRF32lGWxcm9rYDsIZQTGo.jpg,"13 janvier 2018. 8h08. Hawaï est en état d’alerte : des missiles balistiques viennent d'être lancés en direction de l'île, il ne reste que quelques minutes pour trouver un abri. Comme tous les ans, une bande de copains est venue passer une semaine de vacances dans l’hôtel d’un des leurs, parti s’expatrier à Hawaï. Alors qu’ils pensent vivre leurs derniers instants, des années de non-dits rejaillissent et dégénèrent en règlement de comptes. Heureusement pour eux il s’agit d’une fausse alerte, malheureusement il leur reste huit jours de vacances à passer ensemble…",https://www.youtube.com/watch?v=goH_4yTy41E,goH_4yTy41E
tt14976386,Les Amandiers,2022,126,Comedy,"['Nadia Tereszkiewicz', 'Sofiane Bennacer', 'Louis Garrel']","['Stella', 'Étienne', 'Patrice Chéreau']",Valeria Bruni Tedeschi,6.6,1579.0,"At the end of the 1980s, Stella, Victor, Adèle and Etienne are 20 years old. They take the entrance exam to the famous acting school created by Patrice Chéreau and Pierre Romans at the Théâtre des Amandiers in Nanterre. Launched at full speed into life, passion, and love, together they will experience the turning point of their lives, but also their first tragedy.",9.024,/oFNR1R5PTQFC5j6EZRMv2TpeHco.jpg,"Fin des années 80, Stella, Étienne, Adèle et toute la troupe ont vingt ans. Ils passent le concours d’entrée de la célèbre école créée par Patrice Chéreau et Pierre Romans au théâtre des Amandiers de Nanterre. Lancés à pleine vitesse dans la vie, la passion, le jeu, l’amour, ensemble ils vont vivre le tournant de leur vie mais aussi leurs premières grandes tragédies.",https://www.youtube.com/watch?v=8pSENyOF_lQ,8pSENyOF_lQ
tt14994254,Les Rascals,2022,105,Action,"['Jonathan Feltre', 'Angelina Woreth', 'Missoum Slimani']","['Ruddy', 'Frédérique Menkolowitz', 'Ahmed Morslaoui, dit Rico']",Jimmy Laporal-Trésor,6.4,279.0,"1980s-set first feature follows a gang of ethnic minority youngsters called The Rascals, who take on an ultra-violent gang of right-wing skinheads, losing their innocence in the process.",2.578,/1xnJnpMQKMEBYtdM18Wrzn3d6WT.jpg,"Région parisienne, 1984. La banlieue est devenue le territoire des indésirables de la République : les immigrés. Les RASCALS sont une bande de jeunes des quartiers qui entendent bien profiter de la vie. Direction Paname. Mais le cœur de la capitale voit émerger une nouvelle espèce de skinheads, les BONEHEADS : organisés, politisés, ultra violents et déterminés à en prendre le contrôle. C’est le début de la guerre contre les Skins. Et pour les Rascals, la fin de l’innocence.",https://www.youtube.com/watch?v=blydg1AYYPI,blydg1AYYPI
tt15035902,Joyeuse retraite! 2,2022,92,Comedy,"['Thierry Lhermitte', 'Michèle Laroque', 'Nicolas Martinez']","['Philippe Blanchot', 'Marilou Blanchot', 'Olivier']",Fabrice Bracq,5.0,638.0,"Marilou and Philippe decide to show their grandchildren their new holiday home in Portugal. But once there, they discover to their horror that the house is still under construction. This is just the beginning of the problems for the grandparents, because soon they will lose their children. They have only two days left to find them, before their parents join them.",119.093,/yKAJgM7oWE787HwKYSejg3Q6ocL.jpg,"lls pensaient enfin passer une retraite tranquille… 3 ans ont passé. Marilou et Philippe décident de faire découvrir à leurs petits-enfants leur nouvelle maison de vacances au Portugal. Mais une fois sur place, ils découvrent horrifiés que la maison est encore en chantier ! Ce n’est que le début des galères pour les grands-parents car bientôt… ils perdent les gamins. Il ne leur reste plus que deux jours pour les retrouver, avant que leurs parents ne les rejoignent.",https://www.youtube.com/watch?v=3kO9Ujtx8Es,3kO9Ujtx8Es
tt15049366,Les Bodin's en Thaïlande,2021,98,Comedy,"['Vincent Dubois', 'Jean-Christian Fraiscinet', 'Nicolas Marié']","['Maria Bodin', 'Christian Bodin', 'Le psychologue']",Frédéric Forestier,5.0,197.0,Christian Bodin and his mother Maria Bodin are set on an adventure for the Land of Smiles. They meet many zany characters and face several obstacles along their journey in Thailand.,2.289,/1rpDCiHqnDmFy74gSVGG4lLZSic.jpg,"Maria Bodin, vieille fermière roublarde et autoritaire de 87 ans, doit faire face à une nouvelle épreuve : son grand nigaud de fils, Christian 50 ans, a perdu le goût de la vie. Suivant l’avis du psychiatre, qui conseille le dépaysement, la mère Bodin se résigne donc à casser sa tirelire pour payer des vacances à son fils… en Thaïlande ! Quand la mère et le fils Bodin s’envolent, pour la première fois, à plus de dix mille kilomètres de leur terroir natal, le choc est énorme : hôtel club, touristes, plages de sable blanc et autres massages exotiques, ils n'ont clairement pas le mode d'emploi … pas simple de dépayser des paysans ! Les Bodin's s'embarquent alors dans un road-movie rocambolesque à travers tout le pays, avec pour seuls bagages leur audace, leur cœur et leur bon sens paysan.",https://www.youtube.com/watch?v=z24qBEdQF34,z24qBEdQF34
tt15153138,La page blanche,2022,100,Comedy,"['Sara Giraudeau', 'Pierre Deladonchamps', 'Grégoire Ludig']","['Eloïse Leroy', 'Moby Dick', 'Fred']",Murielle Magellan,6.0,380.0,"Eloïse is sitting alone on a bench in Paris. She can't remember who she is, where she comes from or how did she get here. So, she begins a funny investigation on her life. This amnesia might help her finding love and reinventing her life.",3.272,/1dqL4mDuueNWg8pNFWE5MBxIX0t.jpg,Eloïse se retrouve assise seule sur un banc parisien. Qui est-elle ? Rien ne lui revient. La jeune femme commence une enquête cocasse sur sa vie. Et si cette amnésie lui permettait de trouver l’amour et de réinventer sa vie ?,https://www.youtube.com/watch?v=MMUUr3bAj7A,MMUUr3bAj7A
tt15173948,Le trésor du petit Nicolas,2021,103,Comedy,"['Ilan Debrabant', 'Audrey Lamy', 'Jean-Paul Rouve']","['Nicolas', 'Maman', 'Papa']",Julien Rappeneau,5.7,416.0,"In the peaceful world of Little Nicholas, there is Daddy, Mommy, the school, but above all, his band of friends. They are called The Invincibles, but above all they are inseparable. At least they think so. But when Dad gets a promotion and announces that the family is moving to the south of France, Nicolas' world falls apart. How can he imagine life without his best friends?",4.222,/fZA6f7z6N8hTmPFFYSR0k5aNvMo.jpg,"Dans le monde paisible du Petit Nicolas, il y a Papa, Maman, l’école, mais surtout, sa bande de copains. Ils s’appellent Les Invincibles, mais ils sont avant tout inséparables. Du moins le pensent-ils. Car quand Papa reçoit une promotion et annonce que la famille doit déménager dans le sud de la France, le petit monde de Nicolas s’effondre.  Comment imaginer la vie sans ses meilleurs amis ? Sans les croissants d’Alceste, les lunettes d’Agnan, les bêtises de Clotaire, loin de leur cher terrain vague ? Aidé par ses copains, Nicolas se met en quête d’un mystérieux trésor qui pourrait lui permettre d’empêcher ce terrible déménagement.",https://www.youtube.com/watch?v=FD77rVM5GL8,FD77rVM5GL8
tt15242370,Guermantes,2021,139,Comedy,"['Claude Mathieu', 'Anne Kessler', 'Éric Génovèse']","['Claude', 'Anne', 'Eric']",Christophe Honoré,5.5,193.0,"Paris, sum­mer 2020. Actors from “la Comédie-Française”, France’s most pres­ti­gious the­ater, rehearse Christophe Hon­oré’s new play, an adap­ta­tion of Mar­cel Proust’s “The Guer­mantes Way”. When the show is sud­den­ly can­celed, the dra­ma group decides to go ahead with it any­way, in the name of art and for the joy of act­ing together.",2.149,/pkIb116xypm5hOxWkm3OczEKH8x.jpg,"Paris, été 2020. Une troupe répète une pièce d’après Marcel Proust. Quand on lui annonce soudain que le spectacle est annulé, elle choisit de continuer à jouer malgré tout, pour la beauté, la douceur et le plaisir de rester ensemble.",https://www.youtube.com/watch?v=XPb3uXHB8Hw,XPb3uXHB8Hw
