id_film,titre_original,annee_sortie,duree,genres,acteurs,personnage_film,directeur,moyenne_notes,nombre_votes,description_en,popularite,chemin_affiche,description_fr,trailer_url,video_id
tt10023150,Mon cousin,2020,104,Comedy,"['Vincent Lindon', 'Matei Dussarps', 'Pascale Arbillot']","['Pierre Pastié', 'Adrien jeune', 'Olivia Pastié']",Jan Kounen,5.3,706.0,"Pierre is the highly successful CEO of a large family-owned company. Before signing the deal of the century, he has to settle one last formality: obtain the signature of his cousin Adrien who owns 50% of his firm. This sweet, idealistic dreamer, who makes one blunder after another, is so happy to see Pierre again that he wants to spend time with him and delay the moment of signing. So Pierre has no choice but to take his cousin with him on a turbulent business trip during which his patience will be put to the test.",4.697,/wRGGPn8iukAYqCwbqMyw60DH6KV.jpg,"Pierre est le PDG du groupe Pastié qui réunit les plus grandes marques internationales d’alcool mais aussi de grands crus classés. Comme tous les cinq ans, il doit renouveler chez le notaire le contrat qui le lie à son cousin Adrien. Un cousin qu’il ne supporte pas parce que ce dernier malgré lui enchaîne les maladresses et les gaffes qui risquent une fois de plus de mettre la société en péril ! Mais cette fois-ci les choses vont mal tourner... Sur le ton de la comédie les deux cousins aux tempéraments extraordinairement opposés vont se retrouver embarqués dans une aventure rocambolesque jusque dans les luxueux vignobles du Bordelais où, face à l’adversité, ils vont finir par se réconcilier.",https://www.youtube.com/watch?v=jghOJFkZOKI,jghOJFkZOKI
tt10092752,La terre et le sang,2020,80,Action,"['Sami Bouajila', 'Eriq Ebouaney', 'Samy Seghir']","['Saïd', 'Adama', 'Yanis']",Julien Leclercq,5.2,2958.0,A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.,12.913,/23S0NEXXOMhhXhF566Pw5sx7hnZ.jpg,"Après plusieurs années à la tête d'une scierie dans les Ardennes où il emploie d'anciens détenus et délinquants, Said a la mauvaise surprise de voir débarquer un cartel.",https://www.youtube.com/watch?v=zCLwg7KCFcI,zCLwg7KCFcI
tt10123698,Miss,2020,107,Comedy,"['Alexandre Wetter', 'Pascale Arbillot', 'Isabelle Nanty']","['Alex Dufresnoy', 'Amanda', 'Yolande']",Ruben Alves,6.4,1016.0,A young man seeking his sexual identity decides to take part in the Miss France beauty pageant.,5.732,/fAXgta3EKncuvZeZFjT47GnVqi0.jpg,"Alex, petit garçon gracieux de 9 ans qui navigue joyeusement entre les genres, a un rêve : être un jour élu Miss France. 15 ans plus tard, Alex a perdu ses parents et sa confiance en lui et stagne dans une vie monotone. Une rencontre imprévue va réveiller ce rêve oublié. Alex décide alors de concourir à Miss France en cachant son identité de garçon. Beauté, excellence, camaraderie… Au gré des étapes d’un concours sans merci, aidé par une famille de cœur haute en couleurs, Alex va partir à la conquête du titre, de sa féminité et surtout, de lui-même…",https://www.youtube.com/watch?v=2ssRACqoE70,2ssRACqoE70
tt10127684,Bronx,2020,116,Action,"['Lannick Gautry', 'Lannick Gautry', 'Stanislas Merhar']","['Richard', 'Anti-gang cop', 'Willy']",Olivier Marchal,6.1,10222.0,"Caught in the crosshairs of police corruption and Marseille’s warring gangs, a loyal cop must protect his squad by taking matters into his own hands.",12.838,/9HT9982bzgN5on1sLRmc1GMn6ZC.jpg,"Pris entre la corruption policière et la guerre des gangs de Marseille, un flic prend les choses en main afin de protéger son équipe.",https://www.youtube.com/watch?v=LTt-hVUzSJI,LTt-hVUzSJI
tt10143308,Tout nous sourit,2020,101,Comedy,"['Elsa Zylberstein', 'Stéphane De Groodt', 'Guy Marchand']","['Audrey Pottier', 'Jérôme Pottier', 'Henri Pottier']",Mélissa Drigeard,5.4,371.0,"The members of an apparently happy couple, each with their respective lovers, have the same idea: spending the weekend at their holiday home. Finding each other there is only the beginning of an awkward and hilarious weekend.",2.68,/uyZG3WYk3oUqbRYunL92N8MFzZT.jpg,"Tout sourit à Audrey et Jérôme. Ils ont trois merveilleux enfants et leurs métiers les passionnent. Le temps d’un week-end, ils partent chacun de leur côté... Avec leurs amants respectifs. Sauf qu’ils ont la même idée : aller dans leur maison de campagne. Quand ils se retrouvent nez à nez, c'est l'explosion. Arrivent alors les parents d’Audrey, puis leurs enfants et enfin sa sœur. Le quatuor n’a pas d’autre choix que jouer la comédie pour sauver les apparences. Mais très vite le vernis et les nerfs craquent...",https://www.youtube.com/watch?v=MmMTCKiipOI,MmMTCKiipOI
tt10233406,Les blagues de Toto,2020,84,Comedy,"['Gavril Dartevelle', 'Guillaume de Tonquédec', 'Anne Marivin']","['Toto', 'Jérôme, le papa de Toto', 'Sylvie, la maman de Toto']",Pascal Bourdiaux,4.0,190.0,"Back-to-school! For troublemaker Toto, it’s the best playground for fooling around. When a sculpture collapses during the opening of a museum, Toto is immediately blamed.  To prove his innocence, Toto has no other option but making a pact with Igor, the school nerd. In exchange for his help, Toto will help Igor being cool.  The unlikely duo turns into little detectives. A fun and exciting adventure begins…",3.014,/4tZzPJHuszU7SxcqYTh7KH6cwBW.jpg,"A l’école, Toto est bien plus doué pour faire rire ses copains qu’écouter les leçons de la maîtresse. Avec ses parents aussi, les blagues de Toto se transforment souvent en catastrophes… La dernière en date ? La chute d’une sculpture pendant un évènement organisé par le patron de son père. Mais cette fois-ci, Toto assure qu’il est innocent et refuse d’être accusé d’une bêtise que pour une fois, il n’a pas faite ! Avec ses meilleurs amis, il va mener l’enquête.",https://www.youtube.com/watch?v=oZThB7gPKIk,oZThB7gPKIk
tt10251538,10 jours sans maman,2020,104,Comedy,"['Franck Dubosc', 'Aure Atika', 'Alice David']","['Antoine Mercier', 'Isabelle Mercier', 'Julia']",Ludovic Bernard,5.4,1297.0,"Antoine is the Head of HR of a big company. Managing people is his thing, so when his overwhelmed wife suddenly decides to go on holiday and leave him with the responsibility of the house and their four kids, he knows it will be a piece of cake for him. But Antoine has drastically underestimated the mess that four mischievous kids can cause...",7.75,/xEbSztKAAwIljX8A537HeZDKXUS.jpg,"Antoine, DRH d'une grande enseigne de bricolage, est en passe de devenir le numéro 1 de sa boîte. C'est le moment que choisit sa femme, Isabelle, pour faire une pause et prendre l'air quelques jours pour s'occuper d'elle. Antoine se retrouve alors seul à devoir gérer la maison et leur quatre enfants. Il est vite dépassé par les événements !",https://www.youtube.com/watch?v=uK4kF5Wa20U,uK4kF5Wa20U
tt10341040,Around the World in 80 Days,2021,82,Comedy,"['Damien Frette', 'Julien Crampon', 'Kaycie Chase']","['Philéas', 'Passepartout', 'Aouda']",Samuel Tourneux,4.7,996.0,"Passepartout is a young and scholarly marmoset who always dreams of becoming an explorer. One day, he crosses paths with Phileas, a reckless and greedy frog, eager to take on a bet to circumnavigate the globe in 80 days and earn 10 million clams in the process. Seizing the opportunity of a lifetime to explore the world, Passepartout embarks with his new friend on a crazy and exhilarating adventure full of twists and surprises.",8.193,/pWPTnHtvlmggjGonie1VZNKViLV.jpg,"Passepartout, un ouistiti naïf mais plein d’entrain, rêve de partir à l’aventure depuis toujours. L’occasion se présente sous la forme de Phileas Frog, un explorateur vanneur et arnaqueur, et d’un pari à plusieurs millions : établir le nouveau record du tour du monde en 80 jours. De déserts brûlants en jungles mystérieuses, de princesses intrépides en criquets adorateurs de volcans, Passepartout va découvrir à quel point le monde est vaste, merveilleux et dingo.",https://www.youtube.com/watch?v=zFK1ARoPMd4,zFK1ARoPMd4
tt10345590,Comment je suis devenu super-héros,2020,97,"Action,Comedy","['Pio Marmaï', 'Pio Marmaï', 'Vimala Pons']","['Moreau', 'Titan', 'Schaltzmann']",Douglas Attal,5.8,6279.0,"Paris 2020. While superheroes have assimilated into the Parisian society, they discover a new drug that gives themselves personal superpowers to mere mortals. Lieutenants Moreau and Schaltzmann are investigating the case with the support of two ex-superheroes, Monte Carlo and Callista. They'll do whatever it takes to dismantle the traffic. But Moreau's past resurfaces, and the investigation becomes more complicated.",24.876,/d0wn9YtEnmbucx8ZUsT918ctoiK.jpg,"Paris 2020. Dans une société où les surhommes sont banalisés et parfaitement intégrés, une mystérieuse substance procurant des super-pouvoirs à ceux qui n’en ont pas se répand. Face aux incidents qui se multiplient, les lieutenants Moreau et Schaltzmann sont chargés de l’enquête. Avec l’aide de Monté Carlo et Callista, deux anciens justiciers, ils feront tout pour démanteler le trafic. Mais le passé de Moreau ressurgit, et l’enquête se complique...",https://www.youtube.com/watch?v=6iQMpin-9U8,6iQMpin-9U8
tt10366428,Le sens de la famille,2020,100,Comedy,"['Franck Dubosc', 'Alexandra Lamy', 'Christiane Millet']","['Alain', 'Sophie', 'Mamie Thérèse']",Jean-Patrick Benes,6.0,1032.0,"Husband does not understand his wife? Conflict with children? Do you want to be heard and stood in your place? Be afraid of your desires. In this family, everything changed places, including grandmother.",14.555,/qXeJkpKnG5wl2UqnudHapIEjyaY.jpg,"Un matin, les Morel se réveillent avec un gros problème. Ils découvrent que l'esprit de chacun est coincé dans le corps d’un autre membre de la famille ! Chacha, 6 ans, est dans le corps de Papa, Papa dans le corps de son ado de fils, le fils dans le corps de la grande sœur, la grande sœur dans le corps de la mère, et la mère dans le corps de Chacha…. Vous n’avez pas suivi ? Eux non plus. Et ce n’est que le début.",https://www.youtube.com/watch?v=9OghiUt2gV4,9OghiUt2gV4
tt10369344,L'aventure des Marguerite,2020,89,Comedy,"['Lila Gueneau', 'Lila Gueneau', 'Alice Pol']","['Margot', 'Marguerite', 'Tante Alice']",Pierre Coré,6.1,342.0,"Margot and Marguerite are 12-year-old girls who seem no different from any other youngsters with the usual family and peer problems. While they appear to have similar faces and body shapes, they wear different clothes and hairstyles, but the biggest difference between them is that one lives in 1942 and the other in 2020. When the girls crawled into a wooden chest they were magically sent into each other’s timeline, and because the girls look so similar their family and friends do not notice the swap.",3.531,/dneHtelc4qqqOJzzaGzpixjA88W.jpg,"Marguerite et Margot ont toutes les deux douze ans, avec chacune sa famille, ses copains, ses problèmes... Et son époque. Car l’une vit en 1942 et l’autre en 2018. Mais c’est sans compter sur une mystérieuse malle magique qui les transporte chacune dans l’époque de l’autre. Margot et Marguerite ont un autre point commun : leur père n’est plus là, disparu en pleine 2ème Guerre Mondiale ou n’habitant plus à la maison. À 70 ans d’écart, elles se lancent dans une grande aventure pour retrouver leurs présents, explorant l’Histoire, mais aussi la mémoire de leurs familles.",https://www.youtube.com/watch?v=po1cM7egniA,po1cM7egniA
tt10372626,Tous flics!,2022,76,Comedy,"['Jean-Pierre Mocky', 'Grace de Capitani', 'Noël Simsolo']","['Alex', 'Roxane', 'Cardinal']",Jean-Pierre Mocky,3.3,9.0,"A comedy on the theme of the law being debated where, in the face of growing insecurity and the upsurge in gratuitous violence, anyone can become a police auxiliary and thus increase the number of police officers. Each citizen will be able to defend himself by becoming a police officer.",0.6,/i5KcK2SzyHcs66Lf5rJbc90WKCf.jpg,"Pour faire face à l’insécurité croissante et à la recrudescence de la violence gratuite, chacun peut devenir auxiliaire de la police et augmenter ainsi le nombre de policiers. Chaque citoyen se défendrait en devenant lui-même flic...",,
tt10375106,Mandibules,2020,77,Comedy,"['Grégoire Ludig', 'David Marsais', 'Adèle Exarchopoulos']","['Manu', 'Jean-Gab', 'Agnès']",Quentin Dupieux,6.6,6780.0,Two dimwitted buddies hatch a money-making scheme after discovering an overgrown fly in the boot of a car.,9.48,/pdizbiLiOiV8ysYknz79VMitsfU.jpg,"Jean-Gab et Manu, deux amis simples d'esprit, trouvent une mouche géante coincée dans le coffre d'une voiture et se mettent en tête de la dresser pour gagner de l'argent avec.",https://www.youtube.com/watch?v=kEke-HhYqgA,kEke-HhYqgA
tt10375632,C'est magnifique!,2021,98,Comedy,"['Clovis Cornillac', 'Alice Pol', 'Manon Lemoine']","['Pierre Feuillebois', 'Anna Lorenzi', 'Lise Lorenzi']",Clovis Cornillac,6.1,387.0,"When Pierre learns that his parents are not his parents, he wants to find out who he is and where he comes from. Raised in nature, Pierre has never been confronted with society. He does not know the codes. He will team up with Anna who will help him in his quest and cross a whole gallery of characters as funny as tender. But during his investigation, Pierre will lose his colors – like a photo that fades.",3.967,/kXncN0io58NdvgOoxB6n42Uh7oP.jpg,"Pierre, la quarantaine, a toujours vécu loin des désordres du monde, entre ses abeilles et ses hibiscus. Lorsque ses parents disparaissent, c’est tout son univers qui bascule : il découvre qu’il a été adopté et doit apprendre à survivre dans une société moderne qu'il n’a jamais connue. Déterminé à élucider le mystère de ses origines, il croise la route d’Anna qui, touchée par la bienveillance de cet homme pas comme les autres, accepte de l’aider. Mais à mesure qu’il progresse dans son enquête, Pierre se décolore comme par enchantement.",https://www.youtube.com/watch?v=TptrVVPKsak,TptrVVPKsak
tt10404944,BAC Nord,2020,105,Action,"['Gilles Lellouche', 'Karim Leklou', 'François Civil']","['Greg Cerva', 'Yass', 'Antoine']",Cédric Jimenez,6.9,14272.0,"A police brigade working in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.",26.041,/nLanxl7Xhfbd5s8FxPy8jWZw4rv.jpg,"2012. Les quartiers Nord de Marseille détiennent un triste record : la zone au taux de criminalité le plus élevé de France. Poussée par sa hiérarchie, la BAC Nord, brigade de terrain, cherche sans cesse à améliorer ses résultats. Dans un secteur à haut risque, les flics adaptent leurs méthodes, franchissant parfois la ligne jaune. Jusqu'au jour où le système judiciaire se retourne contre eux…",https://www.youtube.com/watch?v=iyVLnChTs8w,iyVLnChTs8w
tt10405142,Qu'est-ce qu'on a tous fait au Bon Dieu ?,2021,98,Comedy,"['Christian Clavier', 'Chantal Lauby', 'Ary Abittan']","['Claude Verneuil', 'Marie Verneuil', 'David Benichou']",Philippe de Chauveron,6.1,4185.0,"Claude and Marie Verneuil will soon be celebrating their 40th wedding anniversary. For the occasion, their four daughters - Isabelle, Odile, Ségolène and Laure - decide to organize a big surprise party in their family home in Chinon. They also decide to invite, each, the parents of their respective husbands - Rachid Benassem, David Benichou, Chao Ling and Charles Koffi.",24.159,/jN0xIYBgkfSWIMqhJlQMyPY29ti.jpg,"Ce sont bientôt les 40 ans de mariage de Claude et Marie Verneuil. Pour cette occasion, leurs 4 filles décident d’organiser une grande fête surprise dans la maison familiale de Chinon et d’y inviter les parents de chacun des gendres, pour quelques jours. Claude et Marie vont devoir accueillir sous leur toit les parents de Rachid, David, Chao et Charles : ce séjour « familial » s'annonce mouvementé.",https://www.youtube.com/watch?v=zvLIE7ZEico,zvLIE7ZEico
tt10415020,L'homme parfait,2022,86,Comedy,"['Didier Bourdon', 'Pierre-François Martin-Laval', 'Valérie Karsenti']","['Franck Pernet', 'Bobby', 'Florence']",Xavier Durringer,4.6,186.0,"Florence, a lawyer overwhelmed by her family life, decides to buy a humanoid robot with a perfect physique. The robot meets all her expectations: maintain the house, take care of the children, and more... By maliciously disrupting their daily routine, the robot also arouses the jealousy of her self-centered careless husband, Franck, a second-class actor who suddenly realizes he must make some efforts not to lose the love of his wife.",2.671,/uh0zvgzErHrSXmIkW9YL9H9PFZc.jpg,"Florence, débordée par sa vie de famille et son travail, décide d’acheter un robot à l’apparence humaine et au physique parfait. Il répond à toutes ses attentes : entretenir la maison, s’occuper des enfants, et plus encore… Mais le robot va vite susciter de la jalousie chez Franck, son mari acteur je-m’en-foutiste au chômage. De peur de perdre sa femme, Franck décide de reprendre les choses en mains, d’autant que le robot semble trouver un malin plaisir à semer le trouble dans leur couple !",https://www.youtube.com/watch?v=7UuD7w5ePr8,7UuD7w5ePr8
tt10441958,La bonne épouse,2020,109,Comedy,"['Juliette Binoche', 'Yolande Moreau', 'Noémie Lvovsky']","['Paulette Van der Beck', 'Gilberte Van der Beck', 'Marie-Thérèse']",Martin Provost,5.8,2315.0,"Paulette Van Der Beck and her husband have been running the housekeeping school of Bitche in Alsace for many years. Their mission is to train teenage girls to become the perfect housewives at a time when women were expected to be subservient to their husband.  After the sudden death of her husband, Paulette discovers that the school is on the verge of bankruptcy and has to take her responsibilities. But while preparations are underway for the best housekeeping competition TV show, she and her lively students start questioning their beliefs as the nation-wide protests of May 1968 transform society around them.  Reunited with her first love, André, and with the help of her eccentric stepsister Gilberte and strict nun Marie-Therese, Paulette joins forces with the schoolgirls to overcome their suppressed status and become liberated women.",5.806,/ehTLrtaTPIICU9KvgpyAjacFMbJ.jpg,Tenir son foyer et se plier au devoir conjugal sans moufter: c’est ce qu’enseigne avec ardeur Paulette Van Der Beck dans son école ménagère. Ses certitudes vacillent quand elle se retrouve veuve et ruinée. Est‐ce le retour de son premier amour ou le vent de liberté de mai 68? Et si la bonne épouse devenait une femme libre?,https://www.youtube.com/watch?v=kSL4OPs2IBE,kSL4OPs2IBE
tt10456740,Balle perdue,2020,92,Action,"['Alban Lenoir', 'Nicolas Duvauchelle', 'Ramzy Bedia']","['Lino', 'Areski', 'Charas']",Guillaume Pierret,6.3,14589.0,"A small time delinquent, turned police mechanic for a go fast task force, is forced to defend his innocence when his mentor is killed by dirty cops.",19.078,/qnlChF8U4diiykXQYs1miigGy7t.jpg,"Petit génie de la mécanique, Lino est réputé pour ses voitures‐béliers. Jusqu’au jour où il se fait arrêter pour un braquage qui tourne mal. Repéré par le chef d’une unité de flics de choc, il se voit proposer un marché pour éviter la prison. Neuf mois plus tard, Lino a largement fait ses preuves. Mais soudain accusé à tort de meurtre, il n’a d’autre choix que de retrouver l’unique preuve de son innocence : la balle du crime, coincée dans une voiture disparue.",https://www.youtube.com/watch?v=twa5rWZaF1M,twa5rWZaF1M
tt10515720,Champagne!,2022,100,Comedy,"['Elsa Zylberstein', 'François-Xavier Demaison', 'Stéphane De Groodt']","['Romane', 'Jean', 'Patrick']",Nicolas Vanier,4.8,462.0,"Springtime in the French vineyards of Champagne. Patrick has gathered his oldest friends for his bachelor party. The trouble is, everyone hates his future wife. This could thus become one hellish weekend in gourmet paradise.",4.627,/cps5cYT3tXBQw1UqdOwPJvklN1p.jpg,"Jean, Patrick, Joanna, Romane et Guillaume se connaissent maintenant depuis plus de 30 ans. Leurs mariages et leurs enfants n'ont pas réussi à les éloigner et, le temps d'un week-end, la bande décide de se rendre en Champagne pour l'enterrement de vie de garçon de Patrick. Cependant, lorsque la future épouse arrive à l'improviste elle ne semble pas faire l'unanimité, et ces 30 ans d'amitié risquent de tourner au vinaigre.",https://www.youtube.com/watch?v=xP8D6u9Jl9o,xP8D6u9Jl9o
tt10537660,Mystère à Saint-Tropez,2021,89,Comedy,"['Christian Clavier', 'Benoît Poelvoorde', 'Thierry Lhermitte']","['Jean Boulin', 'Le baron Claude Tranchant', 'Yves Lamarque']",Nicolas Benamou,4.9,1827.0,"Every summer, the Billionaire Tranchant and his wife Eliane host the glamorous world of celebrities in their luxurious mansion in the south of France. When a criminal car sabotage related to threatening letters wreak havoc in the villa, Tranchant goes in search of the best agent for the investigation. In the middle of this hot summer, only the arrogant and incompetent agent Boullin is available... To catch the suspect and solve the mystery, he will have no choice but to impersonate a newly hired butler and will turn everyone’s vacation into a hilarious game of ‘Cluedo’!",7.824,/bWpIB5MWhH3vDmNUOC1PuE0ejt1.jpg,"Août 1970, en pleine période yéyé. Comme chaque année, le milliardaire Claude Tranchant et sa femme Éliane ont invité le gratin du show-business dans leur somptueuse villa tropézienne. Rien ne semble pouvoir gâcher les festivités, si ce n'est l'inquiétant sabotage de la décapotable du couple. Persuadé d'être victime d'une tentative de meurtre, Tranchant fait appel à son ami Chirac pour bénéficier des services du meilleur flic de Paris. Mais au coeur de l'été, seul le commissaire Boulin, à quelques semaines de la retraite, est disponible. Aussi arrogant qu'incompétent, c'est avec des méthodes toutes personnelles que le policier va se lancer sur les traces du trouble-fête.",https://www.youtube.com/watch?v=sI1IH--uy_Q,sI1IH--uy_Q
tt10551904,L'origine du monde,2020,98,Comedy,"['Laurent Lafitte', 'Karin Viard', 'Vincent Macaigne']","['Jean-Louis Bordier', 'Valérie Bordier', 'Michel Verdoux']",Laurent Lafitte,5.8,1979.0,"One day, Jean-Louis discovers that his heart has stopped. He is not dead, can walk and talk, but his heart is no longer beating. With the help of his wife and a friend, he tries to understand the origin of this mystery.",7.578,/9btM1KTckYffLNMGy5x5Qen9noI.jpg,"Jean-Louis réalise en rentrant chez lui que son cœur s'est arrêté. Plus un seul battement dans sa poitrine, aucun pouls, rien. Pourtant, il est conscient, il parle, se déplace. Est-il encore vivant ? Est-il déjà mort ? Ni son ami vétérinaire Michel, ni sa femme Valérie ne trouvent d'explication à cet étrange phénomène. Alors que Jean-Louis panique, Valérie se tourne vers Margaux, sa coach de vie, un peu gourou, pas tout à fait marabout, mais très connectée aux forces occultes. Et elle a une solution qui va mettre Jean-Louis face au tabou ultime...",https://www.youtube.com/watch?v=AhnoHlZt3t0,AhnoHlZt3t0
tt10557524,Brutus vs César,2020,87,Comedy,"['Kheiron', 'Thierry Lhermitte', 'Gérard Darmon']","['Brutus', 'Rufus', 'Cassius']",Kheiron,3.6,943.0,"Faced with the tyranny of Caesar who acts as absolute master over Rome, Senators Rufus and Cassius form a plot to assassinate him.",6.803,/w8rDjGlO3VkANEufvyDHf4FA59W.jpg,"Face à la tyrannie de César qui agit en maître absolu sur Rome, les deux sénateurs Rufus et Cassius fomentent un complot pour l’assassiner. Pour avoir le soutien du peuple, ils proposent à Brutus, le fils renié de César, d’être celui qui lui portera le coup de grâce. Seul problème : Brutus est un marginal qui n’a pas du tout les épaules taillées pour le costume…",https://www.youtube.com/watch?v=OU_Z9Gw3oik,OU_Z9Gw3oik
tt10590506,Profession du père,2020,105,Comedy,"['Benoît Poelvoorde', 'Audrey Dana', 'Jules Lefebvre']","['André Choulans', 'Denise Choulans', 'Émile Choulans enfant']",Jean-Pierre Améris,5.9,380.0,"Lyon, 1960s. Emile is twelve years old. His father is a hero. He says he is a judo champ, a parachutist, a soccer player and even a personal advisor to General de Gaulle. Now he wants to save French Algeria! Fascinated and proud, Emile willingly follows his father in missions of utmost danger: tailing, spying, delivering top-secret letters. Emile carries out his orders in all seriousness. He even recruits Luca, a new classmate, into his secret combat. But what if the father’s exploits were all phony, and far too dangerous for children?",3.284,/vNddN6PgjDHnj38hkrw9wbj1GCZ.jpg,"Lyon,1961. Émile a douze ans. Son père est un héros : Il raconte qu’il a été champion de judo, parachutiste, footballeur, espion et même conseiller particulier du Général de Gaulle. Maintenant, il veut sauver l’Algérie française ! Fasciné et fier, Émile est prêt à suivre son père dans les missions les plus dangereuses et s’en acquitte avec le plus grand sérieux. Mais si tout ce que raconte le père de ses exploits était faux ? Et si toute cette aventure allait trop loin pour un enfant ?",https://www.youtube.com/watch?v=iS1Pv2GTI2g,iS1Pv2GTI2g
tt10638582,Parents d'élèves,2020,89,Comedy,"['Vincent Dedienne', 'Camélia Jordana', 'Oscar Pauleau']","['Vincent', 'Nora Portel', 'Bart Canova']",Noémie Saglio,5.9,649.0,"Thirty-year old adulteen Vincent babysits animals and children for a living, and his latest job is 9-year old Bart, who just moved into the building with his overworked and single mom.  At his new school, Bart is anxious to develop a cool reputation, so when everyone assumes that laid back, eccentric Vincent is his dad, he begs him to play along, especially when his “dad’s” fun, immature behavior delights all the kids in his class!  Initially reluctant, Vincent changes his mind after falling in love with his “son’s” attractive young teacher. And in order to spend as much time with her as possible, he does his best to make sense of the mysterious codes and expectations of his weird new tribe: the Parent-Teacher Association.  But Vincent soon faces a bigger issue: How to backtrack on the huge “tiny little lie” he’s gotten himself into.",7.545,/xl3VW6rvbSBKAVVSqNP8xivBlEu.jpg,"Vincent, trentenaire sans enfant, infiltre une tribu aux codes et au langage mystérieux : les parents d’élèves. Se retrouver aux réunions parents-prof, aux sorties d’école et à la kermesse de fin d’année relève d’un sacré exploit ! Mais voilà, Vincent a une très bonne raison d’être là et finit même par se sentir bien dans cette communauté un peu spéciale…",https://www.youtube.com/watch?v=Usw5XkhIp8U,Usw5XkhIp8U
tt10658928,Ducobu 3,2020,94,Comedy,"['Elie Semoun', 'Elie Semoun', 'Émilie Caen']","['Gustave et Maman Latouche', 'Gérard Gérardini', 'Mademoiselle Rateau']",Elie Semoun,4.2,284.0,"Back to school for Ducobu, Léonie Gratin and Latouche. But this year, a major rival for Ducobu arrives at school: TGV, the king of cheating 3.0. While the financial situation of Saint-Potache becomes disastrous, the two dunces will have to unite their creativity to win a song contest and save their school.",6.576,/dgRCz2Zh4UZ4KBiVOZu7N2AJAQx.jpg,"Nouvelle rentrée des classes pour l'élève Ducobu, Léonie Gratin et l'instituteur Latouche. Mais cette année, un rival de taille pour Ducobu débarque à l’école : TGV, le roi de la triche 2.0. Alors que la situation financière de Saint-Potache devient désastreuse, les deux cancres vont devoir unir leurs créativités pour remporter un concours de chant et sauver leur école.",https://www.youtube.com/watch?v=L9XLJPHp-ys,L9XLJPHp-ys
tt10738536,Délicieux,2021,112,Comedy,"['Grégory Gadebois', 'Isabelle Carré', 'Benjamin Lavernhe']","['Pierre Manceron', 'Louise', 'Le duc de Chamfort']",Éric Besnard,7.0,6239.0,"France, 1789 - just before the Revolution. When talented chef Manceron is dismissed from his prestigious position by the Duke of Chamfort, he loses the taste for cooking. But when he meets the mysterious Louise, together they decide to create the very first restaurant in France.",15.452,/pEYQgkcGsNZe6X76ZStGb62v1ad.jpg,"À l’aube de la Révolution Française, Pierre Manceron, cuisinier audacieux mais orgueilleux, est limogé par son maître le duc de Chamfort. La rencontre d’une femme étonnante, qui souhaite apprendre l’art culinaire à ses côtés, lui redonne confiance en lui et le pousse à s’émanciper de sa condition de domestique pour entreprendre sa propre révolution. Ensemble, ils vont inventer un lieu de plaisir et de partage ouvert à tous : le premier restaurant. Une idée qui leur vaudra clients… et ennemis.",https://www.youtube.com/watch?v=PYhQcrNZ3X8,PYhQcrNZ3X8
tt10746876,Papi Sitter,2020,90,Comedy,"['Gérard Lanvin', 'Olivier Marchal', 'Camille Aguilar']","['André Morales', 'Teddy Bardolino', 'Camille']",Philippe Guillard,5.4,398.0,"Franck and Karine are offered a job on a cruise ship they can’t refuse. The only problem: their daughter Camille has to study for her finals but has other ideas of fun in mind instead… No problem! To straighten his daughter out and set her to work, Franck calls on his father André, a retired captain from the national police, hopelessly uptight and rigid. With military discipline, Camille’s finals will be a success! But this is the moment when the second grandfather Teddy, an eccentric and wild former nightclub manager and the total opposite of the strict André, chooses to return after many years abroad... Living together promises to be complicated…",4.766,/eHwZrgiTDrnTmcsp0x223RwynoN.jpg,"La famille Morales est dans l'embarras: Franck et Karine partent travailler sur une croisière et confient leur fille Camille, qui doit passer son bac mais préfèrerait tout plaquer, à son grand-père, André, gendarme retraité et psychorigide à souhait. C'est sans compter l'arrivée de Teddy, l'autre grand-père, de retour du Mexique où il gérait des boîtes de nuit peu fréquentables. La cohabitation entre les papis va s'avérer compliquée... et Camille profite de leurs querelles pour vivre sa vie comme elle l'a décidé...",https://www.youtube.com/watch?v=416WAp7PfjY,416WAp7PfjY
tt10945232,Hommes au bord de la crise de nerfs,2022,97,Comedy,"['Thierry Lhermitte', 'Ramzy Bedia', 'François-Xavier Demaison']","['Hippolyte', 'Romain', 'Antoine']",Audrey Dana,5.2,564.0,"Seven men, all city-dwellers aged between 17 and 70, with nothing in common apart from the fact that they are all on the verge of a nervous breakdown, meet up at a lonely sta- tion for an unusual course in the wild that is supposed to get them back on their feet. Each step in this boot camp, designed by an eccentric and feisty female coach, aims to reveal them to themselves. The task seems to be a tough one, especially as nothing goes as planned between these men.",9.21,/9IiTNWohanK62otUDGoCvgx2mI7.jpg,"Sept hommes, de 17 à 70 ans, que tout oppose, sinon d’être au bord de la crise de nerfs, se retrouvent embarqués dans une thérapie de groupe en pleine nature sauvage. Ce stage mystérieux, « exclusivement réservé aux hommes », est censé faire des miracles. Première surprise à leur arrivée : le coach est une femme ! Imprévisible et déroutante, elle va tout faire pour les aider à aller mieux. Avec ou sans leur consentement…",https://www.youtube.com/watch?v=vDTZaiIMUAI,vDTZaiIMUAI
