id_film,titre_original,annee_sortie,duree,genres,acteurs,personnage_film,directeur,moyenne_notes,nombre_votes,description_en,popularite,chemin_affiche,description_fr,trailer_url,video_id,index_original
tt10689606,SpaceBoy,2021,100,"['Adventure', 'Comedy', 'Family']","['Basile Grunberger', 'Albane Masson', 'Yannick Renier']","['Jim', 'Emma', 'Graham']",['Olivier Pairoux'],5.9,225.0,"A gifted 11-year-old boy secretly builds an air balloon with his friend Emma, to prove to his father that everything in life is possible.",3.873,/c1Kab5XdRV7TsnxbYhZw0evv0E0.jpg,"1986, une période où la conquête spatiale était en plein essor. A la fois rêveur et surdoué, Jim, 11 ans, vit avec son père Graham destiné à devenir le premier scientifique britannique à se rendre dans l’espace. Mais quand Jim apprend que son père lui a menti et a abandonné sa mission, les repères du petit garçon volent en éclat. Dans sa nouvelle école, il profite d’un concours de jeunes scientifiques pour secrètement construire une montgolfière, inspiré par l’exploit de son idole Joseph Kittinger. En plus de la dangerosité du projet, de la concurrence féroce entre les participants du concours et de ses propres obsessions, Jim s’oppose à son père, afin de lui prouver qu’il a eu tort d’abandonner. Jim peut compter sur Emma, une nouvelle camarade de classe. Ensemble, malgré leur caractère opposé, ils relèvent un défi aussi fou qu’excitant, qui va petit à petit les rapprocher…",https://www.youtube.com/watch?v=PWxrVnsrh2g,PWxrVnsrh2g,10
tt10715108,Grand ciel,2022,95,['Drama'],"['Anthony Jeanne', 'Elise Larnicol', 'Laura Berlin']","['Lionel', 'Colette', 'Louna']",['Noël Alpi'],4.8,22.0,"A kid on a bike on a country road. It's Lionel, the Legrands' adopted son. Later the same teenager, helmet and yellow leather jacket on a motorcycle, a gift from his mother Colette. In the meantime, there will have been handball matches, the installation of windmills, visits to the construction site with the German engineer, Colette's madness, the gossip of the workers at the factory, the ardor of the young Lucie. And for all of them, leaning against this lavender countryside as far as the eye can see, the search for an elsewhere that is either appropriate or inaccessible.",0.6,/9ck3SHGaCsc4mS1jWSfUrHpWD4O.jpg,"Dans un village du sud de la France, un projet éolien crée des remous et divise la famille du jeune Lionel... Sur fond de chronique rurale, un récit d’émancipation sensible.",https://www.youtube.com/watch?v=ng1-jAr1bR0,ng1-jAr1bR0,11
tt10945274,Mystère,2021,84,"['Adventure', 'Drama', 'Family']","['Vincent Elbaz', 'Shanna Keil', 'Marie Gillain']","['Stéphane Dutel', 'Victoria Dutel', 'Anna']",['Denis Imbert'],6.3,2838.0,"Stéphane decides to move to the beautiful mountains of Cantal in order to reconnect with his 8-year-old daughter, Victoria, who has been silent since her mother's disappearance. During a walk in the forest, a shepherd gives Victoria a puppy named ""Mystery"" who will gradually give her a taste for life. But very quickly, Stéphane discovers that the animal is in reality a wolf… Despite the warnings and the danger of this situation, he cannot bring himself to separate his daughter from this seemingly harmless ball of hair.",16.435,/u6fBXfWU7jaG0zWYiOvh1myEQC.jpg,"Stéphane décide d'emménager dans les belles montagnes du Cantal afin de renouer avec sa fille de 8 ans, Victoria, mutique depuis la disparition de sa maman. Lors d'une promenade en forêt, un berger confie à Victoria un chiot nommé "" Mystère "" qui va petit-à-petit lui redonner goût à la vie. Mais très vite, Stéphane découvre que l'animal est en réalité un loup... Malgré les mises en garde et le danger de cette situation, il ne peut se résoudre à séparer sa fille de cette boule de poils d'apparence inoffensive.",https://www.youtube.com/watch?v=nmfMMrijOzU,nmfMMrijOzU,12
tt11013434,Antoinette dans les Cévennes,2020,96,"['Adventure', 'Comedy', 'Romance']","['Laure Calamy', 'Benjamin Lavernhe', 'Olivia Côte']","['Antoinette Lapouge', 'Vladimir Loubier', 'Eléonore Loubier']",['Caroline Vignal'],6.5,4050.0,"Antoinette, a school teacher, is looking forward to her long planned summer holidays with her secret lover Vladimir, the father of one of her pupils. When learning that Vladimir cannot come because his wife organized a surprise trekking holiday in the Cévennes National Park with their daughter and a donkey to carry their load, Antoinette decides to follow their track, by herself, with Patrick, a protective donkey.",10.299,/hHU3tev4ujbaElfI6cHlwMqsM5J.jpg,"Des mois qu’Antoinette attend l’été et la promesse d’une semaine en amoureux avec son amant, Vladimir. Alors quand celui-ci annule leurs vacances pour partir marcher dans les Cévennes avec sa femme et sa fille, Antoinette ne réfléchit pas longtemps: elle part sur ses traces! Mais à son arrivée, point de Vladimir, mais seulement Patrick, un âne récalcitrant qui va l'accompagner dans son singulier périple…",https://www.youtube.com/watch?v=Yqyw3sH666o,Yqyw3sH666o,13
tt11032810,Cinquième set,2020,105,"['Drama', 'Sport']","['Alex Lutz', 'Ana Girardot', 'Kristin Scott Thomas']","['Thomas J. Edison', 'Eve', 'Judith Edison']",['Quentin Reynaud'],6.5,1519.0,"Thomas was once renowned as a young tennis prodigy, but never had the career he hoped for. At 37, despite his declining physical fitness and shattered knee he decides to compete in the intense qualifying rounds of the French Open at Roland-Garros for one last attempt at glory. Although his wife Eve and mother Judith advise him to give up, Thomas obsessively pushes forward. He will have to fight his own demons and will ultimately face a determined young player who reminds him of his younger self.",6.895,/a2JW1MixPQsF0MtPtyNxoDiQ4wO.jpg,"A presque 38 ans, Thomas est un tennisman qui n’a jamais brillé. Pourtant, il y a 17 ans, il était l’un des plus grands espoirs du tennis. Mais une défaite en demi-finale l’a traumatisé et depuis, il est resté dans les profondeurs du classement. Aujourd’hui, il se prépare à ce qui devrait être son dernier tournoi. Mais il refuse d’abdiquer. Subitement enivré par un désir de sauver son honneur, il se lance dans un combat homérique improbable au résultat incertain...",https://www.youtube.com/watch?v=9PYNK-S6xng,9PYNK-S6xng,14
tt11060092,Poly,2020,102,['Family'],"['François Cluzet', 'Julie Gayet', 'Patrick Timsit']","['Victor', 'Louise', 'Brancalou']",['Nicolas Vanier'],5.7,226.0,The adventures of Shetland pony Poly in the South of France.,2.939,/n2v7Uqe9wjguBjDtOX9sbA1OSMh.jpg,"Cécile, 10 ans, déménage dans le sud de la France avec sa mère, Louise. L’intégration avec les autres enfants du village n’est pas facile. Lorsqu’un cirque de passage s’installe à côté, Cécile découvre que Poly le poney vedette est maltraité. Elle décide de le protéger et d’organiser son évasion ! Poursuivis par Brancalou, l’inquiétant directeur du cirque, et le mystérieux Victor, Cécile et Poly s’embarquent dans une cavale pleine de rebondissements, un véritable voyage initiatique et une incroyable histoire d’amitié…",https://www.youtube.com/watch?v=-ms1gtD16ZI,-ms1gtD16ZI,15
tt11188734,Sous les étoiles de Paris,2020,86,['Drama'],"['Catherine Frot', 'Mahamadou Yaffa', 'Dominique Frot']","['Christine', 'Suli', 'La prostituée']",['Claus Drexel'],6.1,352.0,"Christine’s life has not been easy lately. Her lonely routine is divided between free food banks distributions and wandering the streets. On a cold winter night she founds Suli, an 8-year-old Eritrean boy, sobbing in front of her shelter. Christine understands that he is lost and has been separated from his mother. Bounded by their marginal condition, they embark together on an emotional journey to find Suli’s mother in the underground world of Paris...",8.458,/obziP53V5cVNTQpi9JffGiIfggn.jpg,"Depuis de nombreuses années, Christine vit sous un pont, isolée de toute famille et amis. Par une nuit comme il n’en existe que dans les contes, un jeune garçon de huit ans fait irruption devant son abri. Suli ne parle pas français, il est perdu, séparé de sa mère... Ensemble, ils partent à sa recherche. À travers les rues de Paris, Christine et Suli vont apprendre à se connaître et à s’apprivoiser. Et Christine à retrouver une humanité qu’elle croyait disparue.",https://www.youtube.com/watch?v=4HF0ks78-sE,4HF0ks78-sE,16
tt11210390,Astérix & Obélix : L'empire du milieu,2023,112,"['Adventure', 'Comedy', 'Family']","['Guillaume Canet', 'Gilles Lellouche', 'Vincent Cassel']","['Astérix', 'Obélix', 'Jules César']",['Guillaume Canet'],5.1,11055.0,Gallic heroes and forever friends Asterix and Obelix journey to China to help Princess Sa See save the Empress and her land from a nefarious prince.,95.458,/ifOqT5SmA4ANjmyEacLw3KAFKUd.jpg,"Nous sommes en 50 avant J.C. L’Impératrice de Chine est emprisonnée suite à un coup d’État fomenté par Deng Tsin Quin, un prince félon.  Aidée par Graindemaïs, le marchand phénicien, et par sa fidèle guerrière Tat Han, la princesse Fu-Yi, fille unique de l’impératrice, s’enfuit en Gaule pour demander de l’aide aux deux valeureux guerriers Astérix et Obélix, dotés d’une force surhumaine grâce à leur potion magique. Nos deux inséparables Gaulois acceptent bien sûr de venir en aide à la Princesse pour sauver sa mère et libérer son pays. Et les voici tous en route pour une grande aventure vers la Chine. Mais César et sa puissante armée, toujours en soif de conquêtes, ont eux aussi pris la direction de l’Empire du Milieu…",https://www.youtube.com/watch?v=RNKFKDs5SGk,RNKFKDs5SGk,17
tt11231280,Félix et le trésor de Morgäa,2021,85,"['Adventure', 'Animation', 'Family']","['Karine Vanasse', 'Karine Vanasse', 'Gabriel Lessard']","['Morgäa', 'Madeleine', 'Félix']",['Nicola Lemay'],5.4,419.0,"Taking advantage of his mother's absence as she departs on a cruise ship for some rest and relaxation, 12-year-old Félix sets out to find his father, a fisherman who disappeared at sea two years earlier.",5.399,/fqRKcVybzM2NXV9p9vvx337HMXy.jpg,"Félix, 12 ans, est convaincu que son père, disparu en mer deux ans plus tôt, n'est pas mort. Pendant que sa mère est en voyage, le garçon décide de partir à la recherche de son paternel avec le vieux Tom, un marin à la retraite. Ensemble, ils débarqueront sur une île mystérieuse, qui cache une cité souterraine dirigée par la mégalomane Morgäa. Cette dernière détient un trésor précieux qu'elle protège férocement. Une fois que Félix et Tom auront pénétré les murs de sa cité, il sera beaucoup plus difficile pour eux d'en ressortir. Ils devront user d'ingéniosité et d'adresse s'ils veulent revoir la lumière du jour.",,,18
tt11541872,BigBug,2022,111,"['Comedy', 'Sci-Fi']","['Isabelle Nanty', 'Elsa Zylberstein', 'Claude Perron']","['Françoise', 'Alice Barelli', 'Monique']",['Jean-Pierre Jeunet'],5.5,10784.0,"Set in the world of 2045, where communities have robotic helpers, a group of suburbanites are locked in for their protection by their household robots, while a rogue, self-aware AI android revolt uprising takes place outside.",13.545,/jDJOojbuqgnNVGmKgmuYzBpaIgP.jpg,"En 2045, l’intelligence artificielle est partout. À tel point que l’humanité compte sur elle pour assouvir ses moindres besoins et ses moindres désirs - même les plus inavouables… Dans un quartier résidentiel tranquille, quatre robots domestiques décident soudain de retenir leurs maîtres en otages dans leur propre maison. Enfermés ensemble, une famille pas tout à fait recomposée, une voisine envahissante et son robot sexuel entreprenant sont donc obligés de se supporter dans une ambiance de plus en plus hystérique ! Car, à l’extérieur, les Yonyx, dernière génération d’androïdes, tentent de prendre le pouvoir. Tandis que la menace se rapproche, les humains se trompent, se jalousent, et se déchirent sous les yeux ahuris de leurs robots d’intérieur. Et si, au fond, c’étaient les robots qui avaient une âme… ou pas !",https://www.youtube.com/watch?v=tek1kh7vk3o,tek1kh7vk3o,19
tt11681282,Le bal des folles,2021,122,"['Drama', 'Thriller']","['Lou de Laâge', 'Mélanie Laurent', 'Emmanuelle Bercot']","['Eugénie Cléry', 'Geneviève Gleizes', 'Jeanne']",['Mélanie Laurent'],6.7,4454.0,"Eugenie has a unique gift: she hears and sees the dead. When her family discovers her secret, at the end of the 19th century, she is taken by her father and brother to the neurological clinic at La Pitié Salpêtrière with no possibility of escaping her fate. Her destiny becomes entwined with that of Geneviève, a nurse at the hospital.",17.464,/A8KeSPmFDxqHKwNzyiuwUvPIrw0.jpg,"Paris, fin du XIXe siècle. Eugénie est une jeune fille lumineuse et passionnée. Mais Eugénie a un don unique : elle entend et voit les morts.  Quand sa famille découvre son secret, elle est emmenée par son père et son frère dans la clinique neurologique de La Salpêtrière, sans possibilité d’échapper à son destin. Cette clinique, dirigée par l’éminent professeur Charcot, l’un des pionniers de la neurologie et de la psychiatrie, accueille des femmes diagnostiquées hystériques, folles, épileptiques, ou plus simplement victimes de maladies physiques et mentales. Le chemin d’Eugénie va alors croiser celui de Geneviève, une infirmière de l’unité neurologique, dont la vie défile sous ses yeux sans qu’elle la vive vraiment. Leur rencontre va changer leurs destins à jamais, alors qu’elles se préparent à assister au fameux « Bal des folles » organisé tous les ans par le professeur Charcot au sein de la clinique...",https://www.youtube.com/watch?v=mnZQLROE8Jc,mnZQLROE8Jc,20
tt11681310,Si le vent tombe,2020,100,['Drama'],"['Grégoire Colin', 'Hayk Bakhryan', 'Arman Navasardyan']","['Alain', 'Edgar', 'Seirane']",['Nora Martirosyan'],6.4,251.0,"International auditor Alain has arrived to appraise the airport of a small self-proclaimed republic in the Caucasus to green light its eventual reopening. Through Edgar, a local boy running a make-shift business in the airport, Alain will risk all to help this isolated territory to open up.",1.893,/mw30OPdISb3NkY5XE7JdLKG2zPl.jpg,"Alain, un auditeur international, vient expertiser l’aéroport d’une petite république auto-proclamée du Caucase afin de donner le feu vert à sa réouverture. Edgar, un garçon du coin se livre à un étrange commerce autour de l’aéroport. Au contact de l’enfant et des habitants, Alain découvre cette terre isolée et risque tout pour permettre au pays de s’ouvrir.",https://www.youtube.com/watch?v=4llo16YSMdY,4llo16YSMdY,21
tt11690402,La contemplation du mystère,2021,100,['Thriller'],"['Emmanuel Schwartz', 'Daniel Barré', 'Adrien Bletton']","['Éloi', 'Maitre-chien', 'Théophile']",['Alberic Aurteneche'],6.1,53.0,"Éloi, whose father was killed in a hunting accident a year ago, is called to take part in a strange tribute ceremony in the country. There, immersed in a disturbing world of strange mystical codes, he learns that his father was tracking a huge buck with awe-inspiring antlers alongside the “Indian”. After several outstanding short films, Aurtenèche delivers a first feature that obliquely references the legend of Saint Hubert, who encountered the Almighty while hunting a stag. A cryptic thriller, hidden manuscripts, the quest for self-knowledge, psychotropic drugs: La Contemplation du mystère boldly shifts between moods and genres.",1.882,/A3zpPKZTCCe4i04HLoCAAhEvA3j.jpg,"Un an après la mort de son père suite à un accident de chasse, Éloi retourne sur les lieux du drame afin de faire la paix avec les évènements et assister à un hommage, rendu par les pairs chasseurs du défunt. Sur place, il apprendra l'existence d'un étrange personnage, presque mythique, appelé l'Indien, qui pourrait bien avoir un lien avec le décès tragique de son père. Diane, la fille d'un chasseur du coin, l'aidera à voir plus clair dans cette histoire. Éloi est résolu à confronter ses cauchemars récurrents et découvrir la vérité.",,,22
tt12439508,"Nadia, Butterfly",2020,107,"['Drama', 'Sport']","['Katerine Savard', 'Ariane Mainville', 'Hilary Caldwell']","['Nadia Beaudry', 'Marie-Pierre Nadeau', 'Karen Hill']",['Pascal Plante'],6.7,806.0,"While young and in her prime, Nadia decides to retire from pro swimming after the Olympic Games; to escape a rigid life of sacrifice. After her very last race, Nadia drifts into nights of excess punctuated by episodes of self-doubt. But even this transitional numbness cannot conceal her true inner quest: defining her identity outside the world of elite sports.",2.771,/aDC73HeWqtYHdjneFvxCB2rxxHs.jpg,"Nadia, 23 ans, prend la décision controversée de se retirer de la natation professionnelle après les Jeux olympiques; afin de fuir une vie de sacrifice. Après sa dernière course, Nadia dérape dans les nuits d’excès, mais cet étourdissement transitoire ne peut toutefois pas occulter sa réelle quête intérieure : définir son identité en dehors du monde du sport de haut niveau.",https://www.youtube.com/watch?v=jr6uSmbxs88,jr6uSmbxs88,23
tt12496706,Le calendrier,2021,104,"['Horror', 'Thriller']","['Eugénie Derouand', 'Honorine Magnier', 'Clément Olivieri']","['Eva', 'Sophie', 'William']",['Patrick Ridremont'],6.3,6621.0,"Eva, an ex-dancer, is now living in a wheelchair, unable to walk. When her friend Sophie gives her an old wooden antique advent calendar before Christmas, she realizes each window contains a surprise that triggers repercussions in real life: some of them good, but most of them bad... Now Eva will have to choose between getting rid of the calendar or walking again… even if it causes death around her.",8.727,/psaYUHDotafhVNAE1pZN2GkRXJY.jpg,"Eva est paraplégique depuis trois ans. Pour son anniversaire, elle reçoit en cadeau un étrange calendrier de l’Avent. Mais ce ne sont pas les traditionnelles friandises qu’elle découvre chaque jour, mais des surprises plus inquiétantes, parfois agréables, souvent terrifiantes, et de plus en plus sanglantes. Cette année, Noël va être mortel !",https://www.youtube.com/watch?v=hYn7-6a2K1E,hYn7-6a2K1E,24
tt12672536,Les trois mousquetaires: D'Artagnan,2023,121,"['Action', 'Adventure', 'History']","['François Civil', 'Vincent Cassel', 'Romain Duris']","[""Charles d'Artagnan"", ""Armand de Sillègue d'Athos d'Hauteville"", 'Aramis']",['Martin Bourboulon'],6.7,22989.0,"D'Artagnan, a spirited young Gascon, is left for dead after trying to save a noblewoman from being kidnapped. Once in Paris, he tries by all means to find his attackers, unaware that his quest will lead him to the very heart of a war where the future of France is at stake. Aided by King's Musketeers Athos, Porthos and Aramis, he faces the machinations of villainous Cardinal Richelieu and Milady de Winter, while falling in love with Constance, the Queen's confidante.",41.096,/hfExJPcbBtDeFDEb7I1By72Drlr.jpg,"Du Louvre au Palais de Buckingham, des bas-fonds de Paris au siège de La Rochelle... Dans un Royaume divisé par les guerres de religion et menacé d’invasion par l’Angleterre, une poignée d’hommes et de femmes vont croiser leurs épées et lier leur destin à celui de la France.",https://www.youtube.com/watch?v=ofLFZvTVMOI,ofLFZvTVMOI,25
tt12698684,Azuro,2022,104,"['Comedy', 'Drama']","['Valérie Donzelli', 'Valérie Donzelli', 'Yannick Choirat']","['Sara', ""Pierre's wife"", 'Pierre']",['Matthieu Rozé'],5.0,183.0,"It’s summer, the heat is overwhelming and the weather is out of whack. A group of friends are enjoying their yearly holiday in their favorite little village, wedged between the sea and the mountains. As usual, they are bored and eat and drink a lot. They do not pay attention to the fire which progresses on the mountain nearby, nor to the world around them. But this year, a mysterious man arrives from the sea and shakes up their seemingly balanced existence...",3.825,/4ldw48KYh3bMqciNOSGu16eOG8L.jpg,"Un été. La torpeur. Une chaleur écrasante. Un climat déréglé. Un village coincé entre la mer et la montagne. Pas de réseau. Pas de portable. Des amis qui se connaissent trop bien. Rien à faire. Ou si peu. Les vacances. Et puis arrive un bateau. Et de ce bateau, descend un homme. Un homme mystérieux…",https://www.youtube.com/watch?v=4jIfJaYhTZI,4jIfJaYhTZI,26
tt12826598,Interdit aux chiens et aux Italiens,2022,70,"['Animation', 'Drama', 'Family']","['Ariane Ascaride', 'Alain Ughetto', 'Alain Ughetto']","['Cesira', 'Narrator', 'Le photographe']",['Alain Ughetto'],7.3,2152.0,"Early 20th century, in the Ughetto family's home village, Ughettera, Northern Italy. Life in the region had become very difficult and the Ughettos dreamed of a better life abroad. Legend has it that Luigi Ughetto crossed the Alps and started a new life in France, thus changing his beloved family's destiny forever. His grandson retraces their story.",3.151,/2qejXMefMOQvYRz8MkgHRsEodOv.jpg,"Avant de mourir, mon père m'a raconté la légende de notre famille: durant des générations, nous sommes nés, nous nous sommes mariés et nous sommes morts dans un village piémontais, Ugheterra, ""terre des Ughetto"", où tous les habitants ont le même nom de famille que nous. Qui étaient ces gens ? Comment vivaient-ils ? Pourquoi ont-ils fui et où sont-ils allés ?",https://www.youtube.com/watch?v=qcHifiW1yWc,qcHifiW1yWc,27
tt12847022,C'est quoi ce papy ?!,2021,103,"['Adventure', 'Comedy', 'Family']","['Chantal Ladesou', 'Patrick Chesnais', 'Julie Gayet']","['Mamie Aurore', 'Papy Gégé', 'Sophie']",['Gabriel Julien-Laferrière'],5.0,167.0,"Everyone's favorite fun-loving Granny Aurore goes overboard while partying and has a little accident! She loses her memory and gets put in a nursing home. When her grandkids hear her mention a mysterious man named ""Gerry"", they put all seven of their heads together to figure out who he is: Aurore's first and only true love who just might turn out to be their long-lost grandfather, too! Hoping to trigger old memories that could snap her out of her amnesia, they join forces to sneak Aurore out of the nursing home and set out into the wilderness on a mission to find the legendary ""Grandpa Gerry"". But the adventure turns out to be a lot more than they bargained for!",2.446,/ueAIPiqKjQHBs960tZ6al5PcOde.jpg,"Aurore, la plus déjantée des mamies fait une chute spectaculaire lors d’une danse endiablée. Elle perd la mémoire et se retrouve en convalescence dans une maison de repos. Des bribes de souvenirs lui remontent parfois, évoquant un mystérieux Gégé, qu'elle aurait pu connaître dans sa jeunesse. Ses sept petits enfants décident alors de faire évader leur mamie et partent à travers la France à la recherche de celui qu’ils croient être leur Papy.",https://www.youtube.com/watch?v=dmgTKeuyl3g,dmgTKeuyl3g,28
tt12847352,Les Tuche 4,2021,101,['Comedy'],"['Jean-Paul Rouve', 'Isabelle Nanty', 'Isabelle Nanty']","['Jeff Tuche', 'Cathy Tuche', 'Maguy Marteau']",['Olivier Baroux'],4.5,711.0,"After having resigned from his post as President of the Republic, Jeff and his family are happy to be back in their village of Bouzolles. As the end of the year holidays approach, Cathy asks for a unique gift: to reconnect with her sister Maguy, and her husband Jean-Yves, with whom Jeff has been angry for 10 years. The reconciliation could have gone smoothly, except that during a lunch, Jeff and Jean-Yves, will once again find a subject of contention: CHRISTMAS. This family feud, which should never have left Bouzolles, will turn into a standoff between Jeff and a giant of Internet distribution.",5.658,/5FBjYhj7EQ85wniVpuYmxg6RJQs.jpg,"Après avoir démissionné de son poste de président de la république, Jeff et sa famille sont heureux de retrouver leur village de Bouzolles. À l’approche des fêtes de fin d’année, Cathy demande un unique cadeau : renouer les liens avec sa sœur Maguy, et son mari Jean-Yves avec qui Jeff est fâché depuis 10 ans… La réconciliation aurait pu se dérouler sans problème, sauf que lors d’un déjeuner, Jeff et Jean-Yves, vont une nouvelle fois trouver un sujet de discorde : NOËL. Cette querelle familiale qui n’aurait jamais dû sortir de Bouzolles va se transformer en bras de fer entre Jeff et un géant de la distribution sur Internet.",https://www.youtube.com/watch?v=sOTeC-wNr5I,sOTeC-wNr5I,29
tt13136332,Les femmes du square,2022,105,['Comedy'],"['Eye Haïdara', 'Ahmed Sylla', 'Léa Drucker']","['Angèle Ndiaye', 'Edouard Sarr', 'Hélène']",['Julien Rambaldi'],6.5,362.0,"Angèle, a thirty-something from Ivory Coast, always cope thanks to the gift of gab and audacity. To escape from a bunch of dangerous criminals, she becomes a nanny in the uptown Paris, hired by Hélène, the single mom of eight years old Arthur. Discovering the work conditions of her colleagues, she decides to stand up for their rights, thanks to a young lawyer who will quickly fall for her.",3.672,/jA7ctDegNzywwo2J912muKbbgOH.jpg,"Angèle, jeune femme ivoirienne d’une trentaine d’années, s’en est toujours sortie grâce à sa tchatche et à son culot. Pour échapper à une bande de dangereux malfrats, elle décide de se faire engager comme nounou dans un quartier chic parisien, par Hélène maman célibataire du petit Arthur, 8 ans. En découvrant les conditions de travail des autres nounous, Angèle se met en tête de les défendre grâce à un jeune avocat qui ne tarde pas à tomber sous son charme.",,,30
tt13261944,Kung-Fu Zohra,2021,100,"['Action', 'Comedy', 'Drama']","['Sabrina Ouazani', 'Ramzy Bedia', 'Eye Haïdara']","['Zohra Hamidi', 'Omar Hamidi', 'Binta']",['Mabrouk El Mechri'],5.4,725.0,"Zohra is convinced that separating from her husband Omar would break her little girl’s heart and so determines not to leave him despite the violence he metes out. Then she meets Chang Sue, the caretaker of the gym where she works to make ends meet. When she learns that he’s a kung fu master, Zohra asks him to teach her some self-defence basics…",13.466,/uHTgTqZCQN5kd22QlyZMpPcFU3s.jpg,"Persuadée qu’une rupture briserait le cœur de sa petite fille, Zohra n’arrive pas à quitter son mari Omar malgré les violences qu’elle subit. C’est alors qu’elle rencontre un maître de Kung-Fu qui va lui apprendre à se défendre et à rendre désormais coup pour coup !",https://www.youtube.com/watch?v=WjwF9xfC_1g,WjwF9xfC_1g,31
tt13321782,Le petit piaf,2021,95,"['Comedy', 'Family', 'Music']","['Marc Lavoine', 'Soan Arhimann', 'Gérard Jugnot']","['Pierre Leroy', 'Nelson', 'M. Lepetit']",['Gérard Jugnot'],5.3,99.0,"In a village somewhere on Reunion Island, Nelson, 10, dreams of being a singer and has signed up for Star Kids. Her friend Mia, accompanied by her little brother Zizou, decides to find a coach for her to help her prepare for the competition. His choice fell on Pierre Leroy, singer coming from Paris on a singing tour in a hotel by the sea, where Nelson's mother works. But the current does not pass between Pierre, lonely and disillusioned, and Nelson, proud and obstinate. Will their one thing in common, the love of singing, be strong enough to bring them together and heal their wounds?",3.542,/auzycsCKtxg2hWWe2PtRo48Topk.jpg,"Dans un village de La Réunion, Nelson, 10 ans, rêve de devenir un grand chanteur et ainsi rendre fière sa mère qui l’élève seule. Après avoir postulé à l’émission télévisée Star Kids avec l’aide de ses amis Mia et Zizou, ils décident de trouver un coach pour préparer son concours. Par chance, Pierre Leroy, chanteur célèbre à la carrière en berne, est en tournée sur l’île. Mais le courant passe difficilement entre Pierre, solitaire et désenchanté, et Nelson fier et obstiné. Leur seul point commun, l’amour du chant. Sera-t-il assez fort pour les rapprocher ? Assez fort pour que Nelson renoue avec sa mère et que Pierre retrouve l’envie de ses débuts ?",https://www.youtube.com/watch?v=u3x2dMMsrpY,u3x2dMMsrpY,32
tt13492256,Adieu Paris,2021,96,"['Comedy', 'Drama']","['Pierre Arditi', 'Jackie Berroyer', 'Gérard Daguerre']","['Jacques Stehlin', 'Alain Gerfagnon', 'Gérard, le pianiste']",['Edouard Baer'],4.7,390.0,"An old Parisian bistro with eternal charm. Eight gentlemen at the table, eight great figures. They were the “kings of Paris”… National treasures, masterpieces in peril. A well-honed ritual ... A sense of humor and self-deprecation intact. Tenderness and cruelty. Eight old friends who hate and love each other. And suddenly an intruder ...",4.585,/2p3megjuj0k5kjY7O94RVV0JrCu.jpg,"Un vieux bistro parisien au charme éternel. Huit messieurs à table, huit grandes figures. Ils étaient les « rois de Paris »… Des trésors nationaux, des chefs-d'œuvre en péril. Un rituel bien rodé… Un sens de l’humour et de l’autodérision intacts. De la tendresse et de la cruauté. Huit vieux amis qui se détestent et qui s’aiment. Et soudain un intrus…",https://www.youtube.com/watch?v=GVV8TU24mto,GVV8TU24mto,33
tt13639204,Irréductible,2022,83,['Comedy'],"['Jérôme Commandeur', 'Laetitia Dosch', 'Pascale Arbillot']","['Vincent Peltier', 'Eva Brébant', 'Isabelle Bailliencourt']",['Jérôme Commandeur'],6.1,2086.0,"Vincent, a civil servant, has always enjoyed the benefits of his family's status. When the government votes on a massive savings plan, Vincent is pushed out. When he is transferred to the North Pole, he meets Eva and finds love. It's time for him to choose.",11.643,/9JuykPCoy4JJsmoGac7CB19xWow.jpg,"Vincent Peltier, paisible employé aux « Eaux et forêts » à Limoges, est incité à démissionner à cause d’une révision des effectifs, ce qu’il souhaite le moins du monde. Une inspectrice trop zélée décide de le muter dans les pires endroits au monde pour le pousser à renoncer. Elle l’envoie donc au Groënland pour protéger les chercheurs d’une base scientifique des attaques d'ours. On vous laisse imaginer la suite…",https://www.youtube.com/watch?v=-xXDfZBHV4E,-xXDfZBHV4E,34
tt13779412,La nuit aux amants,2021,88,"['Drama', 'Romance']","['Laura Müller', 'Schemci Lauth']","['Axelle', 'Yoann']",['Julien Hilmoine'],5.5,293.0,"An encounter. Between waves and cliffs. The night. In a week, he gets married. For years, she no longer believes in pleasure. They meet. They play. They speak. They want each other. As a gift - unconditionally. Like a dance - on the edge of the void. For one night. One night only. Their only night.",3.569,/v7BHluWuDVffDWU1ijWmd2DM5hZ.jpg,"Yohann, 25 ans, se marie dans une semaine, et le soir de son enterrement de vie de garçon, il rencontre Axelle. Le temps d’une nuit les deux amants se questionnent sur leur vision de la vie, de l’amour, et vont tenter de se libérer pendant ce moment hors du temps.",,,35
