id_film,titre_original,annee_sortie,duree,genres,acteurs,personnage_film,directeur,moyenne_notes,nombre_votes,description_en,popularite,chemin_affiche,description_fr,trailer_url,video_id,index_original
tt14073780,King,2022,105,"['Adventure', 'Comedy', 'Family']","['Gérard Darmon', 'Lou Lambrecht', ""Léo Lorléac'h""]","['Max', 'Inès', 'Alexandre']",['David Moreau'],5.1,530.0,"King, a trafficked lion cub, escapes from the airport and takes refuge with Inès and Alex, who then have the crazy idea of getting him back to Africa. Anything can happen when Max their kooky grandfather, decides to join the adventure.",50.146,/kEyi52oFS45X5sb78kAMnfrenxm.jpg,"King, un lionceau destiné à un trafic, s'échappe de l'aéroport et se réfugie dans la maison d'Inès, 12 ans et Alex, 15. Le frère et la sœur ont alors l'idée folle de le ramener chez lui, en Afrique. Mais la traque des douaniers ne leur facilite pas la vie. Lorsque Max, leur grand-père fantasque qu'ils n'ont vu que deux fois dans leur vie, se joint à l'aventure, tout devient possible...",https://www.youtube.com/watch?v=UjfDcnt9IUE,UjfDcnt9IUE,36
tt14142950,Noël à tous les étages,2021,98,"['Comedy', 'Drama', 'Romance']","['Caroline Anglade', 'Max Boublil', 'Tchéky Karyo']","['Bianca', 'Stéphane', 'Georges']",['Gilles Paquet-Brenner'],6.5,46.0,"On Christmas Eve, we want everything to be perfect, yet things often go sideways. The holidays are a reality check for everyone, whether life is looking bright or dark. This Christmas, the residents of one Parisian apartment building are going to share an unforgettable holiday. They hardly know one another, only exchanging brief greetings when heading to work or taking out the trash. But this year, when neighbors who are jazzed-up, or depressed, or awed by the magic of Christmas find themselves thrown together, sparks will start flying.",1.484,/gCFx4GzzO4Osbx87Kj5Thwm0tui.jpg,"Le soir de Noël, on veut que tout soit parfait et souvent tout nous échappe... C’est le moment où chacun est ramené à sa réalité, qu’elle soit belle ou compliquée. Dans cet immeuble d’une rue parisienne, Noël sera un peu particulier cette année... Ici, cohabitent des gens qui se connaissent à peine, qui se chuchotent des tous petits « bonjour » en sortant leurs poubelles ou en allant travailler. Quand les destins de ces voisins survoltés, déprimés ou émerveillés par la magie de noël, se croisent et font des étincelles…",,,37
tt14236348,Le test,2021,85,"['Comedy', 'Family']","['Alexandra Lamy', 'Philippe Katerine', 'Matteo Perez']","['Annie Castillon', 'Laurent Castillon', 'César Castillon']",['Emmanuel Poulain-Arnaud'],5.9,667.0,"Annie lives in harmony with her husband Laurent and her children: the sensitive elders Maximilien and César; the younger Antoine whom Poupi, never-complaining teen, helps raising him. But a positive pregnancy test will disturb the harmony.",6.328,/5UuZDA5EVh5TzPV3edAULpFLqpH.jpg,"Annie Castillon est heureuse. Sa vie conjugale avec Laurent est un exemple d’harmonie. Ses deux grands, Maximilien et César sont des garçons brillants et sensibles. Et Poupi, sa jeune ado, l’épaule sans jamais se plaindre dans l’éducation d'Antoine, le petit dernier. Un week-end comme tous les autres, la découverte d’un test de grossesse positif dans la salle de bain va enrayer la belle harmonie.",https://www.youtube.com/watch?v=4iHMmyimsjc,4iHMmyimsjc,38
tt14504294,La dégustation,2022,92,"['Comedy', 'Drama', 'Romance']","['Isabelle Carré', 'Bernard Campan', 'Mounir Amamra']","['Hortense Le Bris', 'Jacques Dennemont', 'Steve']",['Ivan Calbérac'],6.2,1055.0,"Hortense has a big heart and no one to share it with except her cat, her embittered mom, and a group of homeless people for whom she prepares a gourmet dinner at the local church every week. While buying a nice bottle of wine, Hortense meets Jacques, a fifty-something, grumpy local cellarman. Eager to see him again, she attends a chaotic wine tasting in Jacques’ shop - meeting his best friend who clumsily tries to seduce her, and his new apprentice who turns out to have a rare gift for tasting as well as an unfiltered honesty. As Hortense and Jacques grow closer and closer, their past begins to catch up to them.",5.79,/s8zh9DbnkfGm2IaTZaciyKQd1iM.jpg,"Divorcé du genre bourru, Jacques tient seul une petite cave à vins, au bord de la faillite. Hortense, engagée dans l'associatif et déterminée à ne pas finir vieille fille, entre un jour dans sa boutique et décide de s'inscrire à un atelier dégustation.",https://www.youtube.com/watch?v=oMXZBQ3CUBI,oMXZBQ3CUBI,39
tt14592184,Niagara,2022,106,"['Comedy', 'Drama']","['François Pérusse', 'Eric Bernier', 'Guy Jodoin']","['Alain Lamothe', 'Léo-Louis Lamothe', 'Victor-Hugo Lamothe']",['Guillaume Lambert'],6.6,259.0,"A comedy drama about the fall, mourning and rebuilding of oneself around three brothers in their fifties who will have to reconnect after the death of their father who died prematurely from an unfortunate Ice Bucket Challenge.",1.731,/vw2sU6haK17yEv2LkyNUi4xfNNf.jpg,"Une comédie dramatique sur la chute, le deuil et la reconstruction de soi autour de trois frères quinquagénaires qui vont devoir se reconnecter après la mort de leur père décédé prématurément d'un malheureux Ice Bucket Challenge.",https://www.youtube.com/watch?v=OPK2hBPn3Fk,OPK2hBPn3Fk,40
tt14807694,Colombine,2022,87,"['Comedy', 'Drama', 'Family']","['Adrien Barazzone', 'Jean-Luc Barbezat', 'Jean Aloïs Belbachir']","['Spectateur gradin', 'Meylan', 'Nino']",['Dominique Othenin-Girard'],6.2,17.0,"Colombine finally wants to know who her father is. But her mother vehemently refuses to tell her. With the help of Mathilde the greengrocer, Colombine obtains a magic potion that transports the 13-year-old several months back in time to the ""Fête des Vignerons"" wine festival in Vevey. There, Colombine must summon up all her courage to uncover the secret of her father.",0.6,/haH2ug3K3wGpzEDG7rmxRKRI5FG.jpg,,,,41
tt15005176,Christmas in Miami,2021,99,['Comedy'],"['Ayo Makun', 'Richard Mofe-Damijo', 'John Amos']","['Akpos', 'Dafe', 'Chief Host']",['Robert Peters'],3.4,130.0,"Akpos jets off with his family to the exotic city of Miami, Florida to represent Nigeria at the Intercontinental Christmas Fiesta, which is a unifying Fiesta that will bring together 6 families from 6 very diverse nations across 5 continents, to spend the week leading up to Christmas together, on an exotic island in Miami, USA. This 'mini' Olympics of Christmas is a multi-ethnic story of unity in diversity. It celebrates how we are all different, but the same, or how we are all 'same difference'. It reminds that Christmas transcends skin colour and racial barriers. It's a rib-tickling comedy that aims to unite borders by helping each of the nations represented to also debunk long-held negative stereotypes and perceptions that the general public always had about them. And of course, somewhere in between all of these, we are treated to endless servings of Akpos' mis-adventures.",1.552,/bpk7OXQvrmlJ5rDZBANPMqcWmlR.jpg,"C'EST NOËL ! Et un magnat de l'immobilier américain, a créé un événement exceptionnel pour le monde entier : l'OLYMPIQUE DE NOËL ! Alias PÈRE NOËL ! Il s'agit d'une histoire multiethnique mettant en scène 6 familles de 6 nations différentes qui passent une semaine ensemble à Miami, aux États-Unis, ainsi que les nombreuses mésaventures d'Akpos.",,,42
tt15035902,Joyeuse retraite! 2,2022,92,['Comedy'],"['Thierry Lhermitte', 'Michèle Laroque', 'Nicolas Martinez']","['Philippe Blanchot', 'Marilou Blanchot', 'Olivier']",['Fabrice Bracq'],5.0,638.0,"Marilou and Philippe decide to show their grandchildren their new holiday home in Portugal. But once there, they discover to their horror that the house is still under construction. This is just the beginning of the problems for the grandparents, because soon they will lose their children. They have only two days left to find them, before their parents join them.",119.093,/yKAJgM7oWE787HwKYSejg3Q6ocL.jpg,"lls pensaient enfin passer une retraite tranquille… 3 ans ont passé. Marilou et Philippe décident de faire découvrir à leurs petits-enfants leur nouvelle maison de vacances au Portugal. Mais une fois sur place, ils découvrent horrifiés que la maison est encore en chantier ! Ce n’est que le début des galères pour les grands-parents car bientôt… ils perdent les gamins. Il ne leur reste plus que deux jours pour les retrouver, avant que leurs parents ne les rejoignent.",https://www.youtube.com/watch?v=3kO9Ujtx8Es,3kO9Ujtx8Es,43
tt15091284,Pil,2021,89,"['Adventure', 'Animation', 'Family']","['Kaycie Chase', 'Paul Borne', 'Julien Crampon']","['Pil', 'Crobar', 'Rigolin']",['Julien Fournet'],6.1,1353.0,"Pil, a little vagabond girl, lives on the streets of the medieval city of Roc-en-Brume, along with her three tame weasels. She survives of food stolen from the castle of the sinister Regent Tristain. One day, to escape his guards, Pil disguises herself as a princess. Thus she embarks upon a mad, delirious adventure, together with Crobar, a big clumsy guard who thinks she's a noble, and Rigolin, a young crackpot jester. Pil is going to have to save Roland, rightful heir to the throne under the curse of a spell. This adventure will turn the entire kingdom upside down, and teach Pil that nobility can be found in all of us.",25.556,/abPQVYyNfVuGoFUfGVhlNecu0QG.jpg,"Pil, une petite orpheline, vit dans les rues de la cité de Roc-en-Brume. Avec ses trois fouines apprivoisées, elle survit en allant chiper de la nourriture dans le château du sinistre régent Tristain, qui usurpe le trône. Un beau jour, pour échapper aux gardes qui la poursuivent, Pil se déguise en enfilant une robe de princesse. La voilà alors embarquée malgré elle dans une quête folle et délirante pour sauver Roland, l’héritier du trône victime d’un enchantement et transformé en… chapoul (moitié chat, moitié poule). Une aventure qui va bouleverser tout le royaume et apprendre à Pil que la noblesse peut se trouver en chacun de nous.",https://www.youtube.com/watch?v=Ga1qQbOdOEA,Ga1qQbOdOEA,44
tt15097144,"Mon chat et moi, la grande aventure de Rroû",2023,83,"['Adventure', 'Drama', 'Family']","['Capucine Sainson-Fabresse', 'Corinne Masiero', 'Lucie Laurent']","['Clémence', 'Madeleine', 'Isa']",['Guillaume Maidatchevsky'],6.1,432.0,The story of a lively and curious kitten who is bored in his life as a domestic cat in Paris. His fate changes when ten-year-old Clémence takes him to her country house at the heart of the Vosges. Thus begins an extraordinary adventure through the wilderness for Clémence and Rroû...,2.863,/n0Um1wr9qGCghSIX0wvsmZoW40u.jpg,"L'histoire d’un chaton vif et curieux qui s’ennuie dans sa vie de chat domestique à Paris. Son destin bascule lorsque Clémence, dix-ans, l’emmène dans sa maison de campagne au cœur des Vosges. Débute alors une extraordinaire aventure à travers la nature sauvage pour Clémence et Rroû, qui vont grandir ensemble, croiser la route de l’énigmatique Madeleine et vivre une merveilleuse histoire qui va les transformer à tout jamais.",https://www.youtube.com/watch?v=yDTnUAr8Q-E,yDTnUAr8Q-E,45
tt15100894,La Colline,2021,75,['\\N'],"['Ilan Couartou', 'Mélisande Dorvault', 'Matteo Gaya']",['Inconnu'],['Julien Chauzit'],6.2,11.0,"In his first film, Julien Chauzit gathers four young adults in their twenties who are on holiday in Martigues, and he shows their political awakening, in the face of the environmental disaster to come.",1.368,/xwEBpbrqOfLWVLHCN1PWMIhmQmQ.jpg,"Dans son premier film, Julien Chauzit rassemble quatre jeunes adultes d'une vingtaine d'années en vacances à Martigues, et il montre leur éveil politique, face au désastre environnemental à venir.",,,46
tt15173948,Le trésor du petit Nicolas,2021,103,"['Comedy', 'Family']","['Ilan Debrabant', 'Audrey Lamy', 'Jean-Paul Rouve']","['Nicolas', 'Maman', 'Papa']",['Julien Rappeneau'],5.7,416.0,"In the peaceful world of Little Nicholas, there is Daddy, Mommy, the school, but above all, his band of friends. They are called The Invincibles, but above all they are inseparable. At least they think so. But when Dad gets a promotion and announces that the family is moving to the south of France, Nicolas' world falls apart. How can he imagine life without his best friends?",4.222,/fZA6f7z6N8hTmPFFYSR0k5aNvMo.jpg,"Dans le monde paisible du Petit Nicolas, il y a Papa, Maman, l’école, mais surtout, sa bande de copains. Ils s’appellent Les Invincibles, mais ils sont avant tout inséparables. Du moins le pensent-ils. Car quand Papa reçoit une promotion et annonce que la famille doit déménager dans le sud de la France, le petit monde de Nicolas s’effondre.  Comment imaginer la vie sans ses meilleurs amis ? Sans les croissants d’Alceste, les lunettes d’Agnan, les bêtises de Clotaire, loin de leur cher terrain vague ? Aidé par ses copains, Nicolas se met en quête d’un mystérieux trésor qui pourrait lui permettre d’empêcher ce terrible déménagement.",https://www.youtube.com/watch?v=FD77rVM5GL8,FD77rVM5GL8,47
tt15531718,Le Grand Chariot,2023,96,"['Drama', 'Family']","['Louis Garrel', 'Damien Mongin', 'Esther Garrel']","['Louis Burchnar', 'Pieter Chandelier', 'Martha Burchnar']",['Philippe Garrel'],6.0,324.0,"Three siblings comprise the latest generation in a family of puppeteers led with passion by their father. They are magicians of a kind, but can barely make ends meet, working mainly for the love of their craft. Their grandmother contributes too, not only as a seamstress but also as a repository of memories and wisdom. A tragic event will challenge the desire of each sibling to carry on.",0.991,/5Hm7AwqBsSDesHDqDcQZKDFZBDN.jpg,"« Le grand chariot » est une constellation d’étoiles. C’est aussi un théâtre de marionnettes. C’est l’histoire d’une famille de marionnettistes, une fratrie, Louis et ses deux sœurs Martha et Lena, leur père qui dirige la troupe et la grand-mère qui a fabriqué les poupées. Ensemble, ils forment une compagnie et donnent des spectacles de marionnettes. Un jour, lors d’une représentation, le père meurt d’une attaque, laissant ses enfants seuls.",https://www.youtube.com/watch?v=yJSQFAwYg5A,yJSQFAwYg5A,48
tt15607898,L'amour du monde,2023,76,['Drama'],"['Clarisse Moussa', 'Esin Demircan', 'Marc Oosterhoff']","['Margaux', 'Juliette', 'Joël']",['Jenna Hasse'],5.9,81.0,"When teenager Margaux bonds with seven year old Juliette and a local fisherman, her summer holidays turn upside down. An unusual friendship, where Margaux experiences tenderness and play and discovers a new way to understand herself.",1.476,/esNj0qJdixKNpYieAwnsncxYCmB.jpg,"Sur les rives du Lac Léman, Margaux, 14 ans, rencontre Juliette, une enfant de 7 ans placée dans un foyer, et Joël, un pêcheur récemment de retour d’Indonésie. Le trio, en rupture sourde avec la vie qui vient, se retrouve tiraillé entre attirance, déception et rêve d’ailleurs.",https://www.youtube.com/watch?v=rPPhahZPaBQ,rPPhahZPaBQ,49
tt15783304,Cet été-là,2022,99,"['Comedy', 'Drama']","['Rose Pou-Pellicer', 'Juliette Havelange', 'Marina Foïs']","['Dune', 'Mathilde', 'Sarah']",['Éric Lartigau'],5.5,239.0,"Every summer, 10-year-old Dune goes with her parents to the south-west coast of France, where she meets her best friend Mathilde. Together, they explore pine forests, contemplate the shape of clouds, follow teenagers and crash their parties, and secretly watch horror films. But this one summer is special for Dune – last year, the family skipped their usual holiday without her knowing why. She feels that something has changed. As childhood becomes a little more distant, she begins to see adults and teenagers differently and understand their secrets.",4.872,/5Hk4dsEw19QaGiII6uHKiJQ3lCH.jpg,"Dune a 11 ans. Depuis toujours, chaque été, elle traverse la France avec ses parents pour passer les vacances dans leur vieille maison des Landes. Là-bas, Mathilde, 9 ans, l’attend de pied ferme. Une amitié sans failles. Mais cet été-là ne sera pas un été de plus. L’année dernière, Dune et ses parents ne sont pas venus. On ne lui a pas dit pourquoi mais elle sent que quelque chose a changé. Sa mère si distante, les disputes des parents, Mathilde qui tarde à grandir, l’odeur des pins entêtante, le sable qui n’est plus si doux, les films d’horreur ridicules, les amours des grands ados du coin, tout met Dune en alerte. Elle veut comprendre, savoir. Cet été-là Dune va grandir.",https://www.youtube.com/watch?v=7WQfOZPe_3c,7WQfOZPe_3c,50
tt16953276,Pas d'chicane dans ma cabane!,2022,88,['Family'],"['Charlotte St-Martin', 'Louka Bélanger-Leos', 'Charlie Fortier']","['Justine', 'Guillaume', 'Claudia']",['Sandrine Brodeur-Desrosiers'],7.2,51.0,"Tired of her parents' constant arguments, 12-year-old Justine and her friends do everything they can to make them divorce.",1.328,/uJI2KI8ou9UYwcRhQfbzmu89eMm.jpg,"Lassées des disputes incessantes de ses parents, Justine, 12 ans, et ses amis font tout ce qu'ils peuvent pour les faire divorcer.",,,51
tt17049104,On sourit pour la photo,2022,95,['Comedy'],"['Jacques Gamblin', 'Pascale Arbillot', 'Pablo Pauly']","['Thierry Hamelin', 'Claire Hamelin', 'Antoine Hamelin']",['François Uzan'],5.7,267.0,"Thierry is convinced that the best is behind him. When Claire, his wife, tired of «it was better before», announced that she is leaving him, Thierry, devastated, decided to go back to Greece where they spend their best family holidays 20 years ago. Officially, he wants to spend one last week with their children before announcing their separation. Unofficially, he hopes to win back his wife... By trying to rekindle the flame of his couple, Thierry may well set his family on fire...",2.331,/qBJWTNFwa8vuyz9XvdDoJYJ0HuV.jpg,"Thierry passe ses journées à classer ses photos de famille, persuadé que le meilleur est derrière lui. Lorsque Claire, sa femme, lassée des ""c'était mieux avant"", lui annonce qu'elle le quitte, Thierry, dévasté, lui propose de refaire ""Grèce 98"", leurs meilleures vacances en famille. Officiellement, il veut passer une dernière semaine avec leurs enfants avant de leur annoncer leur séparation. Officieusement il espère reconquérir sa femme… Mais les enfants, désormais trentenaires, sont moins dociles qu'il y a 20 ans et la chasse aux souvenirs sur les routes de Grèce va vite fatiguer tout le monde. En tentant de rallumer la flamme de son couple, Thierry risque bien de mettre le feu à sa famille…",https://www.youtube.com/watch?v=_VnSL3SZqJU,_VnSL3SZqJU,52
tt18260116,"Le pharaon, le sauvage et la princesse",2022,83,"['Animation', 'Family']","['Serge Bagdassarian', 'Serge Bagdassarian', ""Thissa d'Avila Bensalah""]","['Géôlier et Prévôt (segment ""Le Beau Sauvage"")', 'Vizir et Marchand (segment ""La Princesse des roses et le Prince des beignets"")', 'Isis (segment ""Pharaon!"")']",['Michel Ocelot'],6.6,254.0,"Three tales, three ages, three worlds. At the time of Ancient Egypt, a young king becomes the first black pharaoh to deserve the hand of his loved one. During the French Middle Ages, a mysterious wild boy steals from the rich to give to the poor. In 18th-century Turkey, a prince of pastries and a princess of roses escape the palace to live their love.",2.702,/dOjV2vaFxDSJZkozCJV4yRecEUb.jpg,"3 contes, 3 époques, 3 univers : une épopée de l'Egypte antique, une légende médiévale de l'Auvergne, une fantaisie du XVIIIe siècle dans des costumes ottomans et des palais turcs, pour être emporté par des rêves contrastés, peuplés de dieux splendides, de tyrans révoltants, de justiciers réjouissants, d'amoureux astucieux, de princes et de princesses n'en faisant qu'à leur tête- dans une explosion de couleur.",https://www.youtube.com/watch?v=PtU6vWGdTrM,PtU6vWGdTrM,53
tt18484276,Coco Ferme,2023,87,['Family'],"['Oscar Desgagnés', 'Joey Bélanger', 'Emma Bao Linh Tourné']","['Max', 'Charles', 'Alice']",['Sébastien Gagné'],6.8,168.0,"After his father faces financial struggles, twelve-year-old MAX is forced to shut down the pawn shop he operates from his garage and move to a small country town. When Max discovers the world of small-scale farming, the young entrepreneur rallies the help of his cousin Charles, along with local youtuber Alice, to start an egg farming business in Charles's old decaying barn. The animal-friendly COCO FARM quickly becomes a major hit, but the three partners soon find themselves facing the harsh realities of an industry controlled by mega-sized agribusinesses.",3.295,/g1JBkKRgVHF1Bpu1qZLigNKWq7d.jpg,"Max et son père s'installent dans un village tranquille à plusieurs kilomètres de la grande ville. Lorsque Max fait la découverte de poules dans la vieille grande abandonnée de son cousin Charles, le jeune homme y voit une opportunité de se lancer en affaires en vendant des oeufs bio. Maxi fait appel à ses amis et notamment à Alice, une youtubeuse et de sa famille ainsi que tous les habitants du village dont le gentil Tite-Bière, Lorsque les forces bureaucratiques commencent à se liguer contre lui, Max doit utiliser toutes les leçons tirées de ses héros pour atteindre son but.",,,54
tt18671246,Les Cyclades,2022,110,['Comedy'],"['Laure Calamy', 'Olivia Côte', 'Kristin Scott Thomas']","['Magalie Graulières', 'Blandine Bouvier', 'Bijou']",['Marc Fitoussi'],6.1,1237.0,"As teenagers, Blandine and Magalie were inseparable. Years passed and they lost sight of each other. As their paths cross again, they decide to take the trip together that they have always dreamed of. Direction Greece, its sun, its islands but also its galleys because the two former best friends now have a very different approach to holidays... and to life!",4.967,/7q7zosFps60Fd0IkVgdCQBTX19i.jpg,"Adolescentes, Blandine et Magalie étaient inséparables. Les années ont passé et elles se sont perdues de vue. Alors que leurs chemins se croisent de nouveau, elles décident de faire ensemble le voyage dont elles ont toujours rêvé. Direction la Grèce, son soleil, ses îles mais aussi ses galères car les deux anciennes meilleures amies ont désormais une approche très différente des vacances… et de la vie !",https://www.youtube.com/watch?v=9vVnPSjnL3s,9vVnPSjnL3s,55
tt19513144,Le plongeur,2023,127,['Drama'],"['Henri Richer-Picard', 'Charles-Aubey Houde', 'Joan Hart']","['Stéphane', 'Bébert', 'Bonnie']",['Francis Leclerc'],7.2,603.0,"Montreal, winter 2002. Stéphane, 19 years old, fan of Metal, student in graphic design, dreams of becoming an illustrator. But for months he has been caught in a threatening spiral: he is addicted to games. Indebted, without an apartment, avoiding his friends to whom he owes money, Stéphane takes a job as a dishwasher in a restaurant to get by.",4.289,/igPf8orY9Ls9uYLtBmeSQwWdAdg.jpg,"Montréal, hiver 2002. Stéphane, 19 ans, fan de Métal, étudiant en graphisme rêve de devenir illustrateur. Mais depuis des mois il s'engouffre dans une spirale menaçante : il est accro aux jeux. Endetté, sans appartement, évitant ses amis à qui il doit de l'argent, Stéphane prend un job de plongeur dans un restaurant afin de s'en sortir. Il découvre la vie survoltée d'un restaurant à l'approche des fêtes et sa galerie de personnages.",https://www.youtube.com/watch?v=_gkrxhgUKAs,_gkrxhgUKAs,56
tt19722066,Ducobu Président !,2022,86,"['Comedy', 'Family']","['Gabin Tomasino', 'Adèle Barazzuol', 'Elie Semoun']","['Ducobu', 'Léonie Gratin', 'Gustave Latouche']",['Elie Semoun'],3.7,219.0,"Ducobu is elected president of the school, much to Léonie and Latouche's despair!",5.403,/8cZaSS2XlTraxaflMt0gLstORsa.jpg,"Une nouvelle année scolaire démarre pour Ducobu ! À l’école Saint Potache, une élection exceptionnelle va avoir lieu pour élire le président des élèves. C’est le début d’une campagne électorale un peu folle dans laquelle vont se lancer les deux adversaires principaux : Ducobu et Léonie. À l’aide de son ami Kitrish et de ses nombreux gadgets, Ducobu triche comme jamais et remporte l’élection. Parc d’attraction dans la cour, retour de la sieste, suppression des légumes à la cantine… pour Latouche, trop c’est trop !",https://www.youtube.com/watch?v=W8pa0xf5vis,W8pa0xf5vis,57
