id_film,titre_original,annee_sortie,duree,genres,acteurs,personnage_film,directeur,moyenne_notes,nombre_votes,description_en,popularite,chemin_affiche,description_fr
tt10019108,Villa Caprice,2020,103,"Crime,Drama","['Niels Arestrup', 'Patrick Bruel', 'Irène Jacob']","['Luc Germon', 'Gilles Fontaine', 'Nancy Fontaine']",Bernard Stora,5.8,403.0,"Famous lawyer, Luc Germon adds Gilles Fontaine, one of the most powerful bosses in France, to his clients. He is suspected of having acquired a magnificent property, Villa Caprice, under questionable conditions.",4.713,/ka3xS8EVSEYtESJnROIxHKgwa2M.jpg,"Avocat célèbre, Luc Germon pense atteindre la consécration lorsque Gilles Fontaine, l'un des patrons les plus puissants de France, lui demande de prendre sa défense. L’homme d’affaires est soupçonné d'avoir acquis dans des conditions douteuses une magnifique propriété sur la Côte d'Azur, la Villa Caprice. Humilié et furieux de s'être laissé piéger, Fontaine compte sur l'habileté de Germon pour le tirer de ce mauvais pas. Mais une étrange relation de pouvoir s'installe bientôt entre les deux hommes, en principe alliés. Qui prendra l'avantage ?"
tt10023150,Mon cousin,2020,104,Comedy,"['Vincent Lindon', 'Matei Dussarps', 'Pascale Arbillot']","['Pierre Pastié', 'Adrien jeune', 'Olivia Pastié']",Jan Kounen,5.3,706.0,"Pierre is the highly successful CEO of a large family-owned company. Before signing the deal of the century, he has to settle one last formality: obtain the signature of his cousin Adrien who owns 50% of his firm. This sweet, idealistic dreamer, who makes one blunder after another, is so happy to see Pierre again that he wants to spend time with him and delay the moment of signing. So Pierre has no choice but to take his cousin with him on a turbulent business trip during which his patience will be put to the test.",4.697,/wRGGPn8iukAYqCwbqMyw60DH6KV.jpg,"Pierre est le PDG du groupe Pastié qui réunit les plus grandes marques internationales d’alcool mais aussi de grands crus classés. Comme tous les cinq ans, il doit renouveler chez le notaire le contrat qui le lie à son cousin Adrien. Un cousin qu’il ne supporte pas parce que ce dernier malgré lui enchaîne les maladresses et les gaffes qui risquent une fois de plus de mettre la société en péril ! Mais cette fois-ci les choses vont mal tourner... Sur le ton de la comédie les deux cousins aux tempéraments extraordinairement opposés vont se retrouver embarqués dans une aventure rocambolesque jusque dans les luxueux vignobles du Bordelais où, face à l’adversité, ils vont finir par se réconcilier."
tt10023172,Passion simple,2020,99,"Drama,Romance","['Laetitia Dosch', 'Sergei Polunin', 'Lou-Teymour Thion']","['Hélène', 'Alexandre', 'Paul']",Danielle Arbid,5.4,1244.0,"A man and a woman are brought together by chance for several months. He is younger than she is, married, Russian, officially a diplomat stationed in Paris. She is a beautiful teacher and researcher, with her feet firmly on the ground. The film follows the evolution of their love, from the beginning to end.",36.549,/ezSCLw2xy2OqL63Dx7zoHlj177v.jpg,"Un homme et une femme sont amenés à se retrouver en banlieue parisienne pendant plusieurs mois. Le film suit l’évolution de leur amour, du début à la fin."
tt10081788,L'oiseau de paradis,2020,89,Drama,"['Sebastian Urzendowsky', 'Blanche-Neige Huri', 'Patrick Descamps']","['Teivi', 'Yasmina', 'Député Gilot']",Paul Manate,5.2,27.0,"While Teivi is just a typical ambitious young man from the Tahitian golden youth, his distant cousin, Yasmina, is a full-blooded Maori owner of a mysterious gift that isolates her from the world. When  their paths clash, she will determinedly give full vent to her hided magic powers.",1.359,/bFb8rrph39j9lHK0vyevfDA4Zyk.jpg,"Jeune assistant parlementaire métis, amoral et séducteur, Teivi revoit un jour Yasmina, une lointaine cousine maorie aux pouvoirs mystiques, qui lui fait une étrange prédiction. Mais en proie à des malaises hallucinatoires et empêtré dans une affaire de corruption immobilière, Teivi perd pied.  Persuadé que Yasmina peut le guérir, il part à sa recherche et chemine jusqu’à la presqu’île fantasmagorique de Tahiti.  L’Oiseau de paradis raconte un Tahiti intime et légendaire, métis et vivant. Un conte mystique et contemporain sur le plus beau des paradis perdus."
tt10088984,Ouistreham,2021,106,Drama,"['Juliette Binoche', 'Louise Pociecka', 'Steve Papagiannis']","['Marianne Winckler', 'Louise', 'Steve']",Emmanuel Carrère,6.9,2567.0,"Marianne Winckler, a well-known author, goes to live in northern France to research for her new book on the subject of job insecurity. Without revealing her true identity, she gets hired as a cleaner, working with a group of other women. In this new role, she experiences financial instability and social invisibility first-hand. But she also discovers mutual assistance and solidarity, strong bonds shared by these behind-the-scenes working women.",6.928,/rBxKNyi3G9Huws52hjVdIdVkfrI.jpg,"Marianne Winckler, une écrivaine connue, décide d’écrire un livre sur le travail précaire en vivant concrètement cette réalité. Elle se retrouve femme de ménage et découvre la vie à quelques euros près, la condition d’invisible de la société. C’est une épreuve, mais pas seulement, car au fil de son immersion elle noue des vrais liens, des liens chaleureux et même joyeux avec quelques-unes de ses compagnes de galère."
tt10092752,La terre et le sang,2020,80,"Action,Drama,Thriller","['Sami Bouajila', 'Eriq Ebouaney', 'Samy Seghir']","['Saïd', 'Adama', 'Yanis']",Julien Leclercq,5.2,2958.0,A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.,12.913,/23S0NEXXOMhhXhF566Pw5sx7hnZ.jpg,"Après plusieurs années à la tête d'une scierie dans les Ardennes où il emploie d'anciens détenus et délinquants, Said a la mauvaise surprise de voir débarquer un cartel."
tt10098442,L'autre,2020,77,Drama,"['Astrid Bergès-Frisbey', 'James Thierrée', 'Anouk Grinberg']","['Marie', 'Paul', 'Marie']",Charlotte Dauphin,6.1,69.0,An intimate portrait of a woman's mental confrontation and drifting between dream and reality after experiencing loss.,0.882,/CCoQz61ZKCXMeb39XOduBDqfBx.jpg,"Marie est une jeune danseuse de l’Opéra de Paris. Après la mort brutale de son père le jour de son trentième anniversaire, elle décide d’arrêter sa pratique artistique et poursuit une existence de plus en plus recluse. Son deuil enferme Marie dans ses souvenirs, à travers les écrits mystérieux laissés par son père, ses pensées, et une maison qui semble l’emprisonner. Son amour pour Paul, un photographe qui a pris le dernier portrait de son père quelques minutes avant sa mort, va peu à peu éveiller en Marie une force vitale qui va l’aider à devenir une autre version d’elle-même."
tt10098452,Animals,2021,91,"Crime,Drama","['Soufiane Chilah', 'Gianni Guettaf', 'Vincent Overath']","['Brahim', 'Loïc', 'Geoffroy']",Nabil Ben Yadir,6.5,731.0,"Brahim is a young man, and secretly gay. At his mother’s birthday party, tensions around his unaccepted sexuality become unbearable. Brahim flees the oppressive family home into the night, where a terrible encounter awaits...",2.047,/taNO8ww04C8M4IMVbZDOjutNoD8.jpg,"Brahim est un jeune homme, la joie de vivre de sa mère. Un jour il trouvera l'amour de sa vie. il deviendra père de famille et les rendra tous fiers. Un jour, il sera mûr et comblé. Un jour ..."
tt10123698,Miss,2020,107,"Comedy,Drama","['Alexandre Wetter', 'Pascale Arbillot', 'Isabelle Nanty']","['Alex Dufresnoy', 'Amanda', 'Yolande']",Ruben Alves,6.4,1016.0,A young man seeking his sexual identity decides to take part in the Miss France beauty pageant.,5.732,/fAXgta3EKncuvZeZFjT47GnVqi0.jpg,"Alex, petit garçon gracieux de 9 ans qui navigue joyeusement entre les genres, a un rêve : être un jour élu Miss France. 15 ans plus tard, Alex a perdu ses parents et sa confiance en lui et stagne dans une vie monotone. Une rencontre imprévue va réveiller ce rêve oublié. Alex décide alors de concourir à Miss France en cachant son identité de garçon. Beauté, excellence, camaraderie… Au gré des étapes d’un concours sans merci, aidé par une famille de cœur haute en couleurs, Alex va partir à la conquête du titre, de sa féminité et surtout, de lui-même…"
tt10127684,Bronx,2020,116,"Action,Crime,Drama","['Lannick Gautry', 'Lannick Gautry', 'Stanislas Merhar']","['Richard', 'Anti-gang cop', 'Willy']",Olivier Marchal,6.1,10222.0,"Caught in the crosshairs of police corruption and Marseille’s warring gangs, a loyal cop must protect his squad by taking matters into his own hands.",12.838,/9HT9982bzgN5on1sLRmc1GMn6ZC.jpg,"Pris entre la corruption policière et la guerre des gangs de Marseille, un flic prend les choses en main afin de protéger son équipe."
tt10132976,Le sel des larmes,2020,100,"Drama,Romance","['Logann Antuofermo', 'Oulaya Amamra', 'André Wilms']","['Luc', 'Djemila', 'Le père de Luc']",Philippe Garrel,6.1,936.0,"Luc travels to Paris for the first time to sit the entrance exam for a carpentry school. There he meets Djemila, a young worker with whom he enjoys a short romance, before returning to his home town and beginning a relationship with Geneviève, whom he has known since childhood. Caught between two passions, Luc runs, resolving to fulfil his father's dreams by devoting himself to his future... until finally, he experiences true love.",2.699,/verxtmnSu890aWcTXCZJZ5TjVmm.jpg,"Les premières conquêtes féminines d’un jeune homme et la passion qu’il a pour son père.  C’est l’histoire d’un jeune provincial, Luc qui monte à Paris pour passer le concours d’entrée à l’école Boulle. Dans la rue, Il y rencontre Djemila avec qui il vit une aventure.  De retour chez son père, le jeune homme retrouve sa petite amie Geneviève alors que Djemila nourrit l’espoir de le revoir.  Quand Luc est reçu à l’école Boulle, il s’en va pour Paris abandonnant derrière lui sa petite amie et l’enfant qu’elle porte…"
tt10143308,Tout nous sourit,2020,101,Comedy,"['Elsa Zylberstein', 'Stéphane De Groodt', 'Guy Marchand']","['Audrey Pottier', 'Jérôme Pottier', 'Henri Pottier']",Mélissa Drigeard,5.4,371.0,"The members of an apparently happy couple, each with their respective lovers, have the same idea: spending the weekend at their holiday home. Finding each other there is only the beginning of an awkward and hilarious weekend.",2.68,/uyZG3WYk3oUqbRYunL92N8MFzZT.jpg,"Tout sourit à Audrey et Jérôme. Ils ont trois merveilleux enfants et leurs métiers les passionnent. Le temps d’un week-end, ils partent chacun de leur côté... Avec leurs amants respectifs. Sauf qu’ils ont la même idée : aller dans leur maison de campagne. Quand ils se retrouvent nez à nez, c'est l'explosion. Arrivent alors les parents d’Audrey, puis leurs enfants et enfin sa sœur. Le quatuor n’a pas d’autre choix que jouer la comédie pour sauver les apparences. Mais très vite le vernis et les nerfs craquent..."
tt10196108,Eugénie Grandet,2021,103,Drama,"['Joséphine Japy', 'Olivier Gourmet', 'Valérie Bonneton']","['Eugénie Grandet', 'Félix Grandet', 'Madame Grandet']",Marc Dugain,6.3,368.0,"Felix Grandet reigns supreme in his modest house in Saumur where his wife and daughter Eugenie lead a distraction-free existence. Extremely avaricious, he does not take a favorable view of the beautiful parties who rush to ask for his daughter's hand. Nothing should damage the colossal fortune he hides from everyone. The sudden arrival of Grandet's nephew, an orphaned and ruined Parisian dandy, turns the young girl's life upside down.",3.063,/pC5QyM5vjKnjsj1WP9Ur766X3S0.jpg,"Felix Grandet règne en maître dans sa modeste maison de Saumur où sa femme et sa fille Eugénie, mènent une existence sans distraction. D’une avarice extraordinaire, il ne voit pas d’un bon œil les beaux partis qui se pressent pour demander la main de sa fille. Rien ne doit entamer la fortune colossale qu’il cache à tous. L’arrivée soudaine du neveu de Grandet, un dandy parisien orphelin et ruiné, bouleverse la vie de la jeune fille. L’amour et la générosité d’Eugénie à l’égard de son cousin va plonger le Père Grandet dans une rage sans limite. Confronté à sa fille, il sera plus que jamais prêt à tout sacrifier sur l’autel du profit, même sa propre famille..."
tt10196398,Adieu les cons,2020,87,"Comedy,Drama","['Virginie Efira', 'Albert Dupontel', 'Nicolas Marié']","['Suze Trappet', 'Jean-Baptiste Cuchas', 'Serge Blin']",Albert Dupontel,6.7,7224.0,"When 43-year-old hairdresser Suze Trappet finds out that she's seriously ill, she decides to go looking for a child she was forced to abandon when she was only 15. On her madcap bureaucratic quest she crosses paths with JB, a 50-year-old man in the middle of a burnout, and Mr. Blin, a blind archivist prone to overenthusiasm. The unlikely trio set off on a hilarious and poignant helterskelter journey across the city in search of Suze's long-lost child.",8.614,/iEzAKYpwdfFprRV39B7GxJoz9LV.jpg,"Lorsque Suze Trappet apprend à 43 ans qu'elle est sérieusement malade, elle décide de partir à la recherche de l'enfant qu'elle a été forcée d'abandonner quand elle avait 15 ans. Sa quête administrative va lui faire croiser JB, quinquagénaire en plein burn out, et M. Blin, archiviste aveugle d'un enthousiasme impressionnant.  À eux trois, ils se lancent dans une quête aussi spectaculaire qu'improbable."
tt10230290,Matares,2020,90,Drama,"['Ali Damiche', 'Kobe Alix Hermann', 'Hacene Kerkache']","['Cedric', 'Djaffar']",Mohamed Rachid Benhadj,7.2,51.0,"A drama about immigration and the fight for survival, seen from the side of children: Mona, a catholic Ivorian little girl, and Said, a Muslim Algerian kid. Their initial hate will become a tender friendship showing the injustice in this world.",1.353,/64nRPW7eqiB5ziy4KDXWJkqFGiC.jpg,"À Tipasa, ville côtière algérienne connue pour ses ruines romaines Matares, Mona, une fillette ivoirienne de 8 ans, vend des fleurs aux touristes pour payer le contrebandier qui l'amènera chez son père en Italie."
tt10233406,Les blagues de Toto,2020,84,"Comedy,Family","['Gavril Dartevelle', 'Guillaume de Tonquédec', 'Anne Marivin']","['Toto', 'Jérôme, le papa de Toto', 'Sylvie, la maman de Toto']",Pascal Bourdiaux,4.0,190.0,"Back-to-school! For troublemaker Toto, it’s the best playground for fooling around. When a sculpture collapses during the opening of a museum, Toto is immediately blamed.  To prove his innocence, Toto has no other option but making a pact with Igor, the school nerd. In exchange for his help, Toto will help Igor being cool.  The unlikely duo turns into little detectives. A fun and exciting adventure begins…",3.014,/4tZzPJHuszU7SxcqYTh7KH6cwBW.jpg,"A l’école, Toto est bien plus doué pour faire rire ses copains qu’écouter les leçons de la maîtresse. Avec ses parents aussi, les blagues de Toto se transforment souvent en catastrophes… La dernière en date ? La chute d’une sculpture pendant un évènement organisé par le patron de son père. Mais cette fois-ci, Toto assure qu’il est innocent et refuse d’être accusé d’une bêtise que pour une fois, il n’a pas faite ! Avec ses meilleurs amis, il va mener l’enquête."
tt10243676,After Blue (Paradis sale),2021,129,"Fantasy,Sci-Fi","['Elina Löwensohn', 'Paula Luna', 'Vimala Pons']","['Zora', 'Roxy', 'Sternberg']",Bertrand Mandico,5.4,1119.0,"On After Blue, a virgin planet where only women can survive in the midst of harmless flora and fauna, a hairdresser and her teenage daughter hunt a notorious killer.",2.874,/1hA3kVAAl07A1arS9bZuBCiemLS.jpg,"Dans un futur lointain, sur une planète sauvage, Roxy, une adolescente solitaire, délivre une criminelle ensevelie sous les sables. A peine libérée, cette dernière sème la mort. Tenues pour responsables, Roxy et sa mère Zora sont bannies de leur communauté et condamnées à traquer la meurtrière. Elles arpentent alors les territoires surnaturels de leur paradis sale…"
tt10251538,10 jours sans maman,2020,104,"Comedy,Family","['Franck Dubosc', 'Aure Atika', 'Alice David']","['Antoine Mercier', 'Isabelle Mercier', 'Julia']",Ludovic Bernard,5.4,1297.0,"Antoine is the Head of HR of a big company. Managing people is his thing, so when his overwhelmed wife suddenly decides to go on holiday and leave him with the responsibility of the house and their four kids, he knows it will be a piece of cake for him. But Antoine has drastically underestimated the mess that four mischievous kids can cause...",7.75,/xEbSztKAAwIljX8A537HeZDKXUS.jpg,"Antoine, DRH d'une grande enseigne de bricolage, est en passe de devenir le numéro 1 de sa boîte. C'est le moment que choisit sa femme, Isabelle, pour faire une pause et prendre l'air quelques jours pour s'occuper d'elle. Antoine se retrouve alors seul à devoir gérer la maison et leur quatre enfants. Il est vite dépassé par les événements !"
tt10307440,Jusqu'au déclin,2020,83,"Action,Thriller","['Guillaume Laurin', 'Marie-Evelyne Lessard', 'Réal Bossé']","['Antoine', 'Rachel', 'Alain']",Patrice Laliberté,6.0,10107.0,"Anticipating a disaster, Antoine, a father, attends a survivalist training given by Alain in his autonomous hideout. In fear of a natural, economic or social crisis, the group trains to face the different possible apocalyptic scenarios. But the disaster they will experience will not be the one they predicted.",6.892,/sIPNjDEf1iXOqULOXiRhqprllbz.jpg,"Anticipant un désastre, Antoine, un père de famille, assiste à une formation survivaliste donnée par Alain (Réal Bossé) dans son repaire autonome. Dans la crainte d’une crise naturelle, économique ou sociale, le groupe s’entraîne à faire face aux différents scénarios apocalyptiques possibles. Mais la catastrophe qu’ils vivront ne sera pas celle qu’ils prévoyaient."
tt10307724,Madame Claude,2021,112,"Biography,Crime,Drama","['Karole Rocher', 'Garance Marillier', 'Roschdy Zem']","['Fernande Grudet dite Madame Claude', 'Sidonie', 'Jo Attia']",Sylvie Verheyde,5.4,4180.0,"Paris, the late 1960s. Madame Claude is at the head of a flourishing business dedicated to prostitution that gives her power over both the french political and criminal worlds. But the end of her empire is closer than she thinks.",7.218,/9miY5tHWmvVAft4gjqyaXyhLYHY.jpg,"Madame Claude règne sur Paris et au-delà grâce à son commerce florissant. En réinventant les codes de la prostitution, en empruntant ceux de la bourgeoisie et en s’inventant un passé respectable, elle est devenue une femme d’affaires redoutée et estimée du monde politique au grand banditisme. Femme de pouvoir dans un milieu et une époque d’hommes, à la veille des grands mouvements de libération de la femme, elle sera aussi le témoin de la fin d’une époque. Sa rencontre avec Sidonie, son opposée mais aussi son alter ego, sera imperceptiblement le fil conducteur de l’érosion de son empire. Sidonie est la fille qu’elle s’est choisie, qui deviendra presque son bras droit. Pour la première fois de sa vie, elle tient à quelqu’un. Elle qui tient le tout Paris dans ses carnets, qui s’est construite sur la haine et la honte, aimer quelqu’un, ça, elle ne sait pas le gérer. Sans le vouloir, et sans doute aussi car elle représente la liberté et l’indépendance, Sidonie précipitera sa chute..."
tt10307922,Des hommes,2020,101,"Drama,History,War","['Gérard Depardieu', 'Catherine Frot', 'Jean-Pierre Darroussin']","['Bernard, dit Feu-de-Bois', 'Solange', 'Rabut']",Lucas Belvaux,5.8,495.0,"Burgundy, France. Solange's 60th birthday celebrations are violently interrupted by her estranged brother, Bernard. His outburst will reawaken painful memories and reveal untold stories of the Algerian War.",3.695,/rDVEiHmQi5D3pS0WCTl5JihNIc7.jpg,"Ils ont été appelés en Algérie au moment des « événements » en 1960. 2 ans plus tard, Bernard, Rabut, Février et d'autres sont rentrés en France. Ils se sont tus, ils ont vécu leurs vies. Mais parfois il suffit de presque rien, d'une journée d'anniversaire, d'un cadeau qui tient dans la poche, pour que 40 ans après, le passé fasse irruption dans la vie de ceux qui ont cru pouvoir le nier."
tt10340360,La Chose derrière la porte,2023,81,"Drama,Fantasy,Horror","['Séverine Ferrer', 'David Doukhan', 'Clémence Verniau']","['Adèle', 'Jean', 'La paysanne']",Fabrice Blin,4.3,138.0,"The story of Adèle, a youg woman who’s literally haunted by the death of her husband, killed in a trench during World War One. Desperate and unable to face this tragic loss, Adèle turns to black magic in the hope to bring her lover back. The miracle will happen, but Adèle will have to pay the price for opening this Pandora Box.",1.446,/iFqHmF8ZSY9jOhstqeRxuzxPkFp.jpg,"France, 1917, Adèle, une jeune paysanne vivant seule dans une ferme isolée, est littéralement hantée par la mort de son mari, tué au front au début de la Première Guerre Mondiale.  Désespérée et incapable de surmonter la douleur provoquée par cette perte tragique, la jeune femme a finalement recours à la magie noire, dans l’espoir de faire « revenir » son bien-aimé.  Le miracle aura bien lieu, mais Adèle va payer très cher l’ouverture de cette véritable boîte de Pandore…"
tt10341034,Boîte noire,2021,129,"Drama,Mystery,Thriller","['Pierre Niney', 'Lou de Laâge', 'André Dussollier']","['Mathieu Vasseur', 'Noémie Vasseur', 'Philippe Rénier']",Yann Gozlan,7.2,16850.0,"Matthieu is a young and talented black box analyst on a mission to solve the reason behind the deadly crash of a brand new aircraft. Yet, when the case is closed by authorities, Matthieu cannot help but sense there is something wrong with the evidence. As he listens to the tracks again, he starts detecting some seriously disturbing details. Could the tape have been modified? Going against his boss' orders, Matthieu begins his own rogue investigation - an obsessional and dangerous quest for truth that will quickly threaten far more than his career...",16.081,/gIYxQoxQC78kQBxIKCR41hheqwb.jpg,"Que s’est-il passé à bord du vol Dubaï-Paris avant son crash dans le massif alpin ? Technicien au BEA, autorité responsable des enquêtes de sécurité dans l’aviation civile, Mathieu Vasseur est propulsé enquêteur en chef sur une catastrophe aérienne sans précédent. Erreur de pilotage ? Défaillance technique ? Acte terroriste ? L’analyse minutieuse des boîtes noires va pousser Mathieu à mener en secret sa propre investigation. Il ignore encore jusqu’où va le mener sa quête de vérité..."
tt10341040,Around the World in 80 Days,2021,82,"Adventure,Animation,Comedy","['Damien Frette', 'Julien Crampon', 'Kaycie Chase']","['Philéas', 'Passepartout', 'Aouda']",Samuel Tourneux,4.7,996.0,"Passepartout is a young and scholarly marmoset who always dreams of becoming an explorer. One day, he crosses paths with Phileas, a reckless and greedy frog, eager to take on a bet to circumnavigate the globe in 80 days and earn 10 million clams in the process. Seizing the opportunity of a lifetime to explore the world, Passepartout embarks with his new friend on a crazy and exhilarating adventure full of twists and surprises.",8.193,/pWPTnHtvlmggjGonie1VZNKViLV.jpg,"Passepartout, un ouistiti naïf mais plein d’entrain, rêve de partir à l’aventure depuis toujours. L’occasion se présente sous la forme de Phileas Frog, un explorateur vanneur et arnaqueur, et d’un pari à plusieurs millions : établir le nouveau record du tour du monde en 80 jours. De déserts brûlants en jungles mystérieuses, de princesses intrépides en criquets adorateurs de volcans, Passepartout va découvrir à quel point le monde est vaste, merveilleux et dingo."
tt10345590,Comment je suis devenu super-héros,2020,97,"Action,Adventure,Comedy","['Pio Marmaï', 'Pio Marmaï', 'Vimala Pons']","['Moreau', 'Titan', 'Schaltzmann']",Douglas Attal,5.8,6279.0,"Paris 2020. While superheroes have assimilated into the Parisian society, they discover a new drug that gives themselves personal superpowers to mere mortals. Lieutenants Moreau and Schaltzmann are investigating the case with the support of two ex-superheroes, Monte Carlo and Callista. They'll do whatever it takes to dismantle the traffic. But Moreau's past resurfaces, and the investigation becomes more complicated.",24.876,/d0wn9YtEnmbucx8ZUsT918ctoiK.jpg,"Paris 2020. Dans une société où les surhommes sont banalisés et parfaitement intégrés, une mystérieuse substance procurant des super-pouvoirs à ceux qui n’en ont pas se répand. Face aux incidents qui se multiplient, les lieutenants Moreau et Schaltzmann sont chargés de l’enquête. Avec l’aide de Monté Carlo et Callista, deux anciens justiciers, ils feront tout pour démanteler le trafic. Mais le passé de Moreau ressurgit, et l’enquête se complique..."
tt10366428,Le sens de la famille,2020,100,Comedy,"['Franck Dubosc', 'Alexandra Lamy', 'Christiane Millet']","['Alain', 'Sophie', 'Mamie Thérèse']",Jean-Patrick Benes,6.0,1032.0,"Husband does not understand his wife? Conflict with children? Do you want to be heard and stood in your place? Be afraid of your desires. In this family, everything changed places, including grandmother.",14.555,/qXeJkpKnG5wl2UqnudHapIEjyaY.jpg,"Un matin, les Morel se réveillent avec un gros problème. Ils découvrent que l'esprit de chacun est coincé dans le corps d’un autre membre de la famille ! Chacha, 6 ans, est dans le corps de Papa, Papa dans le corps de son ado de fils, le fils dans le corps de la grande sœur, la grande sœur dans le corps de la mère, et la mère dans le corps de Chacha…. Vous n’avez pas suivi ? Eux non plus. Et ce n’est que le début."
tt10366514,Eiffel,2021,108,"Biography,Drama,History","['Romain Duris', 'Emma Mackey', 'Pierre Deladonchamps']","['Gustave Eiffel', 'Adrienne Bourgès', 'Antoine de Restac']",Martin Bourboulon,6.2,8082.0,"The French government is asking Gustave Eiffel to design something spectacular for the 1889 Paris World Fair, but he simply wants to design the subway—until he crosses paths with a mysterious woman from his past.",11.672,/mrHx1eQpG7d0Qz3PUkt1ceEP6YK.jpg,"Venant tout juste de terminer sa collaboration sur la Statue de la Liberté, Gustave Eiffel est au sommet de sa carrière. Le gouvernement français veut qu’il crée quelque chose de spectaculaire pour l’Exposition Universelle de 1889 à Paris, mais Eiffel ne s’intéresse qu’au projet de métropolitain. Tout bascule lorsqu'il recroise son amour de jeunesse. Leur relation interdite l’inspire à changer l’horizon de Paris pour toujours."
tt10369344,L'aventure des Marguerite,2020,89,"Comedy,Family,Fantasy","['Lila Gueneau', 'Lila Gueneau', 'Alice Pol']","['Margot', 'Marguerite', 'Tante Alice']",Pierre Coré,6.1,342.0,"Margot and Marguerite are 12-year-old girls who seem no different from any other youngsters with the usual family and peer problems. While they appear to have similar faces and body shapes, they wear different clothes and hairstyles, but the biggest difference between them is that one lives in 1942 and the other in 2020. When the girls crawled into a wooden chest they were magically sent into each other’s timeline, and because the girls look so similar their family and friends do not notice the swap.",3.531,/dneHtelc4qqqOJzzaGzpixjA88W.jpg,"Marguerite et Margot ont toutes les deux douze ans, avec chacune sa famille, ses copains, ses problèmes... Et son époque. Car l’une vit en 1942 et l’autre en 2018. Mais c’est sans compter sur une mystérieuse malle magique qui les transporte chacune dans l’époque de l’autre. Margot et Marguerite ont un autre point commun : leur père n’est plus là, disparu en pleine 2ème Guerre Mondiale ou n’habitant plus à la maison. À 70 ans d’écart, elles se lancent dans une grande aventure pour retrouver leurs présents, explorant l’Histoire, mais aussi la mémoire de leurs familles."
tt10372626,Tous flics!,2022,76,Comedy,"['Jean-Pierre Mocky', 'Grace de Capitani', 'Noël Simsolo']","['Alex', 'Roxane', 'Cardinal']",Jean-Pierre Mocky,3.3,9.0,"A comedy on the theme of the law being debated where, in the face of growing insecurity and the upsurge in gratuitous violence, anyone can become a police auxiliary and thus increase the number of police officers. Each citizen will be able to defend himself by becoming a police officer.",0.6,/i5KcK2SzyHcs66Lf5rJbc90WKCf.jpg,"Pour faire face à l’insécurité croissante et à la recrudescence de la violence gratuite, chacun peut devenir auxiliaire de la police et augmenter ainsi le nombre de policiers. Chaque citoyen se défendrait en devenant lui-même flic..."
tt10375106,Mandibules,2020,77,"Comedy,Fantasy","['Grégoire Ludig', 'David Marsais', 'Adèle Exarchopoulos']","['Manu', 'Jean-Gab', 'Agnès']",Quentin Dupieux,6.6,6780.0,Two dimwitted buddies hatch a money-making scheme after discovering an overgrown fly in the boot of a car.,9.48,/pdizbiLiOiV8ysYknz79VMitsfU.jpg,"Jean-Gab et Manu, deux amis simples d'esprit, trouvent une mouche géante coincée dans le coffre d'une voiture et se mettent en tête de la dresser pour gagner de l'argent avec."
tt10375632,C'est magnifique!,2021,98,"Comedy,Drama,Fantasy","['Clovis Cornillac', 'Alice Pol', 'Manon Lemoine']","['Pierre Feuillebois', 'Anna Lorenzi', 'Lise Lorenzi']",Clovis Cornillac,6.1,387.0,"When Pierre learns that his parents are not his parents, he wants to find out who he is and where he comes from. Raised in nature, Pierre has never been confronted with society. He does not know the codes. He will team up with Anna who will help him in his quest and cross a whole gallery of characters as funny as tender. But during his investigation, Pierre will lose his colors – like a photo that fades.",3.967,/kXncN0io58NdvgOoxB6n42Uh7oP.jpg,"Pierre, la quarantaine, a toujours vécu loin des désordres du monde, entre ses abeilles et ses hibiscus. Lorsque ses parents disparaissent, c’est tout son univers qui bascule : il découvre qu’il a été adopté et doit apprendre à survivre dans une société moderne qu'il n’a jamais connue. Déterminé à élucider le mystère de ses origines, il croise la route d’Anna qui, touchée par la bienveillance de cet homme pas comme les autres, accepte de l’aider. Mais à mesure qu’il progresse dans son enquête, Pierre se décolore comme par enchantement."
tt10376800,Petite Solange,2021,86,Drama,"['Jade Springer', 'Léa Drucker', 'Philippe Katerine']","['Solange Maserati', 'Aurélia Maserati', 'Antoine Maserati']",Axelle Ropert,6.0,213.0,"Solange is a typical 13 year old, curious and full of life, with perhaps the peculiarity of being overly sentimental and adoring her parents. But when her parents begin to argue, fight and slowly drift apart, the threat of divorce looms near and Solange’s world begins to splinter. To keep her family together, she will worry, act out, suffer. It’s the story of a young and overly tender teen who wants the impossible: for love to never end.",1.4,/qjJuATf3K68AEuEKaWLoZda6PVt.jpg,"Solange a 13 ans. C’est une toute jeune adolescente d’aujourd’hui, pleine de vie et de curiosité pour l’avenir, avec quelque chose de spécial : elle est sentimentale à l’excès, et adore ses parents. Un jour, ses parents se disputent, se fâchent, commencent à s’éloigner – la mésentente surgit. Tandis que l’ombre du divorce se précise, Solange voit son monde se fissurer. Alors elle va s’inquiéter, réagir, souffrir, bref y croire encore. C’est l’histoire d’une jeune ado trop tendre qui voudrait une chose impossible : que l’amour jamais ne s’arrête."
